date,ticker,open,high,low,close,adjusted_close,volume
2018-01-02,GLE.PA,43.244998931884766,43.6150016784668,42.72999954223633,43.165000915527344,29.469284057617188,3180109
2018-01-03,GLE.PA,43.345001220703125,43.66999816894531,43.01499938964844,43.369998931884766,29.60923957824707,3325903
2018-01-04,GLE.PA,43.76499938964844,44.88999938964844,43.650001525878906,44.435001373291016,30.33633041381836,5878125
2018-01-05,GLE.PA,44.689998626708984,45.290000915527344,44.56999969482422,45.07500076293945,30.77326774597168,4395702
2018-01-08,GLE.PA,45.400001525878906,45.45000076293945,44.935001373291016,45.1349983215332,30.814226150512695,3743311
2018-01-09,GLE.PA,45.2400016784668,45.42499923706055,45.064998626708984,45.17499923706055,30.841537475585938,2599941
2018-01-10,GLE.PA,45.099998474121094,46.32500076293945,45.05500030517578,46.130001068115234,31.493528366088867,5253848
2018-01-11,GLE.PA,46.2599983215332,46.72999954223633,45.77000045776367,46.56999969482422,31.793920516967773,4510826
2018-01-12,GLE.PA,46.88999938964844,46.88999938964844,45.53499984741211,46.459999084472656,31.71882438659668,4405201
2018-01-15,GLE.PA,46.5,46.564998626708984,46.15999984741211,46.36000061035156,31.65055274963379,2173249
2018-01-16,GLE.PA,46.36000061035156,46.69499969482422,45.915000915527344,46.084999084472656,31.462804794311523,2808935
2018-01-17,GLE.PA,45.685001373291016,45.76499938964844,45.029998779296875,45.28499984741211,30.91663360595703,4968047
2018-01-18,GLE.PA,45.06999969482422,45.334999084472656,44.779998779296875,45.130001068115234,30.810813903808594,3888065
2018-01-19,GLE.PA,45.27000045776367,45.59000015258789,45.13999938964844,45.33000183105469,30.947357177734375,3148111
2018-01-22,GLE.PA,45.29999923706055,46.31999969482422,45.05500030517578,46.0,31.404775619506836,3440837
2018-01-23,GLE.PA,46.20500183105469,46.29499816894531,45.82500076293945,46.11000061035156,31.47987174987793,3703626
2018-01-24,GLE.PA,46.04499816894531,46.47999954223633,45.959999084472656,46.0,31.404775619506836,2555019
2018-01-25,GLE.PA,46.01499938964844,46.619998931884766,45.92499923706055,46.46500015258789,31.72223663330078,3892830
