ticker,bucket,rank,score,target_weight_raw,target_weight_final,reason,annual_fee_rate,deployment_ml_proba,core_deployment_multiplier_ml,opp_deployment_multiplier_ml,date
EDEN.PA,core,2,1.7144004127267334,0.08083393902656895,0.10000000000000002,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
AIR.PA,core,3,1.2229833605577334,0.048186895356298595,0.05983390083291531,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
VIV.PA,core,4,1.2086373494149678,0.047642646646515935,0.05915810457983044,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
KER.PA,core,5,1.147355084413961,0.04009992213042714,0.049792267097074606,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
SW.PA,core,6,1.0956391318040484,0.038384906632661704,0.047662724065479466,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
OR.PA,core,7,1.0827932340513156,0.03397361744069953,0.04218520495773154,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
GET.PA,core,8,1.0614883151989976,0.033315323722829,0.0413677984669677,NEW_ENTRY,,0.5,1.0,1.0,2019-03-29
PAEEM.PA,monetary,1,0.20893989632117801,0.03964442959448569,0.09118218806731708,PERMANENT_ETF,0.003,0.5,1.0,1.0,2019-03-29
ESE.PA,monetary,2,0.110374565233829,0.04721555444701249,0.10859577522812872,PERMANENT_ETF,0.0014,0.5,1.0,1.0,2019-03-29
ETDD.PA,monetary,3,0.022931060006039394,0.04357479856719751,0.10022203670455426,PERMANENT_ETF,0.001,0.5,1.0,1.0,2019-03-29
PUST.PA,opportunistic,1,0.9090424420418408,0.2810216463695055,0.10000000000000002,NEW_OPP_ENTRY,0.003,0.5,1.0,1.0,2019-03-29
PINR.PA,opportunistic,2,0.13398202006232643,0.15376096232614664,0.10000000000000002,NEW_OPP_ENTRY,0.003,0.5,1.0,1.0,2019-03-29
GTT.PA,core,1,1.7108842837315772,0.08397023368048624,0.10729529859173241,KEEP_TOP_RANK,,0.5,1.0,1.0,2019-04-30
EDEN.PA,core,2,1.5776202783160354,0.07404179505840672,0.09460896035240857,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
MC.PA,core,3,1.336007077521575,0.054882741855020595,0.07012794792585963,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
KER.PA,core,4,1.298341946581208,0.0531265235468512,0.0678838911987543,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
DSY.PA,core,5,1.2883155495166811,0.04733529360957538,0.06048398627890187,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
OR.PA,core,6,1.2872581213930958,0.04728802151948918,0.06042358305268061,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
AIR.PA,core,7,1.2064658064314269,0.039874858117559885,0.05095120759465985,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
WLN.PA,core,8,1.049023969786466,0.03426314130826305,0.04378068056055834,NEW_ENTRY,,0.5,1.0,1.0,2019-04-30
ESE.PA,monetary,1,0.16304820159023894,0.05892852650055382,0.15059512327919308,PERMANENT_ETF,0.0014,0.5,1.0,1.0,2019-04-30
ETDD.PA,monetary,2,0.09578647175852616,0.04915424972388746,0.12561641596104572,PERMANENT_ETF,0.001,0.5,1.0,1.0,2019-04-30
PAEEM.PA,monetary,3,-0.033,0.022352006384254386,0.057121794093094536,PERMANENT_ETF,0.003,0.5,1.0,1.0,2019-04-30
PINR.PA,opportunistic,2,0.0734235709979374,0.4347826086956522,0.11111111111111112,NEW_OPP_ENTRY,0.003,0.5,1.0,1.0,2019-04-30
GTT.PA,core,1,2.0765761648645102,0.11997491530496066,0.12578616352260003,KEEP_TOP_RANK,,0.5,1.0,1.0,2019-05-31
EDEN.PA,core,2,1.8955775817430818,0.09924347349366454,0.1257861635220126,NEW_ENTRY,,0.5,1.0,1.0,2019-05-31
MC.PA,core,3,1.3008511232554678,0.05322944661148712,0.0698860772320996,NEW_ENTRY,,0.5,1.0,1.0,2019-05-31
TEP.PA,core,4,1.2095719291419031,0.04955678738308321,0.06506416449727834,NEW_ENTRY,,0.5,1.0,1.0,2019-05-31
AIR.PA,core,5,1.1275727109002494,0.04084490161781819,0.05362614362375024,NEW_ENTRY,,0.5,1.0,1.0,2019-05-31
GET.PA,core,6,1.1006193179157244,0.03995898984264996,0.0524630111344699,NEW_ENTRY,,0.5,1.0,1.0,2019-05-31
OR.PA,core,8,0.9776023521569672,0.03197409444198855,0.041979471436342806,NEW_ENTRY,,0.5,1.0,1.0,2019-05-31
ESE.PA,monetary,1,0.09956996114463366,0.05682718607278645,0.16440569555648907,PERMANENT_ETF,0.0014,0.5,1.0,1.0,2019-05-31
ETDD.PA,monetary,2,0.05002195288170571,0.04986094266362402,0.14425178380671097,PERMANENT_ETF,0.001,0.5,1.0,1.0,2019-05-31
PAEEM.PA,monetary,3,-0.033,0.023746653872285202,0.06870101120283768,PERMANENT_ETF,0.003,0.5,1.0,1.0,2019-05-31
PUST.PA,opportunistic,1,0.7724321444629015,0.28389071715264735,0.05749233391393236,NEW_OPP_ENTRY,0.003,0.5,1.0,1.0,2019-05-31
PALAT.PA,opportunistic,2,-0.008322042249217138,0.15089189154300484,0.03055798055147645,KEEP_OPP,0.003,0.5,1.0,1.0,2019-05-31
