annee,performance_portefeuille,performance_benchmark,performance_active,performance_core,performance_monetaire,performance_opportuniste
2018,,,,,,
2019,0.2043820738797688,0.34148603253250087,-0.13710395865273206,0.4212581302467948,0.19663790635607659,-0.32089147464778867
2020,0.00030669970017749293,0.051637251624274905,-0.05133055192409741,-0.06569597821687434,0.044036088119041805,0.22719646371139013
2021,0.221486671058174,0.3775437276813576,-0.1560570566231836,0.10580978288867526,0.2714136225835375,0.5751869764468047
2022,-0.17703066951982194,-0.13051102149672278,-0.04651964802309916,-0.05320116530514196,-0.17039026768189547,-0.536691223738053
2023,0.044698106609904364,0.14890497417775217,-0.1042068675678478,-0.1839728733764977,0.04228098398997804,1.4068924624450072
2024,0.09062478561709209,0.029459570642536903,0.06116521497455518,0.29491874316812905,0.20330704728646554,-0.4872390483442859
2025,0.09238466917602972,0.03965600672716607,0.05272866244886365,0.35028783023185817,-0.09229353642897109,-0.5949631857659986
2026,0.018016529640327628,-0.07312310723089821,0.09113963687122584,-0.13478913524206637,-0.00299249892372655,2.8315680146741897
