indicateur,valeur
Turnover total,37.26895087313253
Turnover moyen quotidien,0.02023287235240637
Turnover moyen sur jours de rebalance,0.43335989387363394
Turnover journalier maximum,0.8902727009008042
Coûts totaux payés,7140.145592157841
Coût moyen par jour,3.87630053863075
Coût journalier maximum,184.89736658859255
