mois,performance_portefeuille,performance_benchmark,performance_active,performance_core,performance_monetaire,performance_opportuniste
2020-06,0.027482335970567595,0.028163669904762934,-0.0006813339341953384,-0.17606385205742603,-0.07449061357102549,348.2458217660269
2020-07,-0.0024047378613544224,-0.019979640914398855,0.017574903053044433,-0.009761600468676579,-0.0006551940786427846,0.008645293766135875
2020-08,0.038180738783855306,0.0324345286478922,0.0057462101359631035,0.2654934777105522,0.0224584570418751,-0.6324211069286183
2020-09,0.007022638760415978,0.0024097716907507394,0.0046128670696652385,0.027083660547141175,-0.017420854272925057,-0.04431006206903343
2020-10,-0.04397331320184439,-0.0337569852431453,-0.01021632795869909,-0.050913583755000436,-0.03101553336884033,-0.03250768725306019
2020-11,0.08042171119545483,0.12570687641636025,-0.04528516522090542,-0.13347218781181558,0.08696542189061018,2.4324000291946453
2020-12,0.011254583033766474,0.009745161377042066,0.0015094216567244079,0.09844852354601774,0.01158851460469279,-0.22950142922823946
2021-01,0.01647208946491374,-0.03849316020539695,0.05496524967031069,-0.0758399983242879,0.010602112187569235,0.4027805298600695
2021-02,0.00848839651639266,0.03508037328310798,-0.02659197676671532,0.012848469649838767,0.016364742886626926,-0.014234127761865611
2021-03,0.04100107676198017,0.03937539000801604,0.0016256867539641284,0.1521607120761086,0.037112231897065584,-0.25203078674303514
2021-04,-0.0008610478324541093,0.05646470010737903,-0.05732574793983314,-0.10281633335676343,0.022335535816426555,0.23320679125110333
2021-05,0.023554875717608725,0.047857709498446255,-0.02430283378083753,0.1756484639212912,0.00527738354953966,-0.3083348683483824
2021-06,0.013196317862980811,0.026838523749151966,-0.013642205886171155,-0.04484929696992834,0.023764236585831044,0.3136286096451679
2021-07,-0.009620159067050493,0.02635696215048977,-0.035977121217540264,0.028411685885950222,-0.0026141409695169537,-0.17625686157544163
2021-08,0.016498690460811982,-0.027197597786834504,0.043696288247646486,0.12032349840352419,0.02274199179170333,-0.5140957692980175
2021-09,-0.04177166187621906,-0.05363199173049282,0.011860329854273766,-0.09197127998280286,-0.029013613738021582,0.4658529652600323
2021-10,0.05205895744424538,0.06518010169759991,-0.013121144253354533,-0.0035337870392732063,0.05195995218713412,0.44693036252382856
2021-11,-0.03394911972021586,0.036370222912273986,-0.07031934263248985,-0.057348290680911296,-0.017910450408583634,0.03794467485651598
2021-12,0.02055055953449103,0.004541422680483853,0.016009136854007178,-0.07726480104198785,0.02237144300830285,0.44915814602561266
2022-01,-0.05880635467654505,-0.0775396929044575,0.018733338227912455,-0.07100697412602275,-0.036480954022481304,-0.06182032450709796
2022-02,-0.08007040006491362,-0.05247203298965808,-0.027598367075255537,0.03605657569423015,-0.049778430809215846,-0.46318176607238826
2022-03,0.044130356634339174,0.04265691182519693,0.0014734448091422436,0.2502226817139004,0.03659221324535045,-1.0
2022-04,-0.009760147837471367,-0.03362385875974416,0.023863710922272796,-0.00395624514125803,-0.02068643625595845,
2022-05,0.01642166299078629,-0.013668413418262082,0.030090076409048372,0.023702995791568204,0.0017826222573096295,
2022-06,-0.04235138062452792,-0.05537603374517175,0.013024653120643825,-0.03338218878764043,-0.06105645907802115,
2022-07,0.050277479831025484,0.14007643383435497,-0.08979895400332949,-0.10318684831476932,0.2279526130218208,167.126625395744
2022-08,-0.026090224727773115,-0.05988371876750975,0.03379349403973664,-0.01451669768351238,-0.022380249102636585,-0.20695180539660318
2022-09,-0.07223654032365867,-0.043298722664471545,-0.028937817659187126,-0.089720771772269,-0.05169152393075471,-0.005288508088453936
2022-10,0.0688073503805946,0.0626956102560079,0.0061117401245867065,0.047400727129299325,0.048085655213863765,0.5711852515196854
2022-11,0.014407353189193062,0.08340039852322878,-0.06899304533403572,-0.0785962387068393,-0.13320450082775914,1.804817163022482
2022-12,-0.05191939602417339,-0.06290211924823241,0.010982723224059021,0.07497152542180152,-0.05775836860497496,-0.4300485561843974
2023-01,0.036850998200620655,0.1150348579615299,-0.07818385976090925,0.01662032849093542,0.054085984510329865,0.09889768758624662
2023-02,0.018961938289162594,0.01341560482205928,0.005546333467103315,0.03674181913101782,0.0009199142199083354,-0.020471593587970904
2023-03,-0.02362581419654375,0.03758012725185411,-0.06120594144839786,0.03970588073056569,0.01725895446587211,-0.5394359820781713
2023-04,-0.01343113251728889,0.03072189206493614,-0.04415302458222503,-0.032567013269353406,0.0042851799332341844,0.12078875382246435
2023-05,-0.008598221692910468,-0.03991854236960757,0.0313203206766971,-0.03341829885140246,0.015315900897545198,0.12318938638728016
2023-06,0.04604692985679315,0.03979594490417471,0.0062509849526184436,-0.0554318672555425,0.03792482432655864,1.1119504220094236
2023-07,0.016930286545974838,0.013009888446694706,0.003920398099280131,0.08252911396353668,-0.0856184411647628,0.024820249316674703
2023-08,-0.011461883635903725,-0.029092849751610195,0.01763096611570647,-0.007220739389839359,-0.018304673109648895,-0.016708839733069913
2023-09,-0.023286159662802897,-0.05875765772138508,0.035471498058582185,-0.024857955499175022,-0.023170230412031256,-0.016429219151172014
2023-10,-0.030883780154079332,-0.020768672848441527,-0.010115107305637805,-0.03046437924279477,-0.026046664063810843,-0.04293177355912858
2023-11,0.05320479623262053,0.06074407641252044,-0.00753928017989991,0.018908762448139882,0.05306886639688391,0.21017968428789158
2023-12,0.0007200908546753926,0.025390238302113177,-0.024670147447437785,-0.1662966490530846,0.022897507900091707,0.5916601066379505
2024-01,0.03582731738279343,0.024684282258263357,0.011143035124530076,0.1210492449588716,0.025268360734394868,-0.11972834703575064
2024-02,0.03216565958952722,0.07773705992899105,-0.04557140033946383,0.03933587032750396,0.047772576489906626,-0.013167916433897586
2024-03,0.01576039507326099,0.012223615207394678,0.003536779865866313,0.08324351780668948,0.029799723567836223,-0.18529211873640716
2024-04,-0.011790650604663666,-0.02893028808287834,0.017139637478214675,-0.014133161182563136,-0.010507425833145456,-0.007957557054857123
2024-05,0.030367859511426287,0.0035749367159392254,0.026792922795487062,0.0798578912845147,0.016155200638358735,-0.11142599822520316
2024-06,-0.022955095603536146,-0.04467637122166146,0.021721275618125313,0.05682079786785832,0.02040666437321126,-0.47343106023825754
2024-07,0.012848327194367348,-0.021101505982266566,0.033949833176633915,0.026687421964065816,-0.0020778172474762435,-0.029486169056505585
2024-08,0.012380631908624373,0.04108955482240506,-0.028708922913780688,-0.1034580054949068,0.015823222824584482,1.0396551604420021
2024-09,0.007029564134765298,0.009041468165661648,-0.00201190403089635,-0.00306829260011654,0.020236824166324663,0.014496514509294567
2024-10,-0.007389828569439261,-0.04013241863440209,0.03274259006496283,0.007595548926305762,-0.005945054083614121,-0.07286594624279707
2024-11,-0.00015171887648079974,-0.02132101982260426,0.02116930094612346,0.020751304821350347,0.026166783882324074,-0.16827937078478628
2024-12,0.009179163552027969,0.04246221254445359,-0.03328304899242562,0.016938839370969516,-0.001865093573718779,0.012989222586343496
2025-01,0.02855426606167466,0.10950838415563124,-0.08095411809395658,-0.07189087950492878,-0.05992375526331639,0.8513871893317948
2025-02,0.03331887737663175,0.01725617014166647,0.01606270723496528,0.023326037712838144,0.006407000566013066,0.10143661537211912
2025-03,-0.04753414534545297,-0.09189507336369795,0.04436092801824498,0.1593883219294383,-0.0635060551461043,-0.5159161797108511
2025-04,-0.01501504051364555,-0.018566802065573373,0.0035517615519278234,0.1051201288872714,-0.047252780781687265,-0.6004490762360246
2025-05,0.04729125990972105,0.0053251066448023465,0.041966153264918704,-0.009543783142667905,-0.0791544393439021,1.876651556868771
2025-06,-0.007464922235873361,-0.02626872470546715,0.01880380246959379,-0.07509830223703295,0.012306113150035047,0.30915117355823396
2025-07,0.02024135972102714,-0.015351637857041522,0.035592997578068664,0.0650315729350186,0.03502173582870771,-0.17516948607935667
2025-08,-0.0027887452870217766,0.02050738434491506,-0.023296129631936835,-0.020430259989719257,0.026360175226874727,0.019058854803109204
2025-09,0.03973897438267726,0.026095320763056762,0.0136436536196205,0.14672074844680405,0.03637883095970085,-0.4594625688099375
2025-10,-0.013579104776038964,0.03215303136212433,-0.04573213613816329,-0.08071231750200147,0.03158844130059446,0.4569840428921712
2025-11,-0.02910173478418876,-0.006060677458401331,-0.02304105732578743,0.05271645191756291,-0.010259567353816168,-0.596720666741858
2025-12,0.03197540597276771,-0.004370238760855405,0.03634564473362312,0.04339859546643132,0.010835294019123864,0.004129516976710601
2026-01,0.058692845292103835,-0.024633890667840053,0.08332673595994389,-0.09701111065610235,0.017012543848004213,3.0848336958871334
2026-02,0.028539552763033216,0.02668972039988904,0.001849832363144177,-0.028364927442327992,0.01790181877008945,0.26644158297744114
2026-03,-0.05667127729606758,-0.04780584760425788,-0.0088654296918097,-0.001048403963713862,-0.03641406294058391,-0.25108994894205017
