date,benchmark_value,general_cash,core_cash,monetary_cash,opp_cash,core_positions_value,monetary_positions_value,opp_positions_value,core_total_value,monetary_total_value,opp_total_value,portfolio_value,daily_turnover,costs_paid_this_day,cumulative_costs_paid,num_core_positions,num_monetary_positions,num_opp_positions
2022-06-27,77703.24375637152,8.076401761052693,0.0,0.0,0.0,37471.473048210144,20558.892733573914,4458.834003448486,37471.473048210144,20558.892733573914,4458.834003448486,62497.27618699359,0.0,0.0,2803.7225427122107,10,3,2
2022-06-28,78066.72787642198,8.076401761052693,0.0,0.0,0.0,37705.435369968414,20556.406562805176,4472.456190109253,37705.435369968414,20556.406562805176,4472.456190109253,62742.37452464389,0.0,0.0,2803.7225427122107,10,3,2
2022-06-29,77572.07799390626,8.076401761052693,0.0,0.0,0.0,37679.47049379349,20383.616166114807,4439.46915435791,37679.47049379349,20383.616166114807,4439.46915435791,62510.632216027254,0.0,0.0,2803.7225427122107,10,3,2
2022-06-30,76561.36142875765,6.221547245977035,0.0,0.0,0.0,36667.4868645668,20158.6153717041,4709.820161819458,36667.4868645668,20158.6153717041,4709.820161819458,61542.14394533634,0.05525077989816492,10.283611228942872,2814.0061539411536,10,3,2
2022-07-01,76672.2019415239,6.221547245977035,0.0,0.0,0.0,36934.162937641144,20208.969799041748,4708.8898067474365,36934.162937641144,20208.969799041748,4708.8898067474365,61858.24409067631,0.0,0.0,2814.0061539411536,10,3,2
2022-07-04,76823.62093954472,6.221547245977035,0.0,0.0,0.0,37186.0983042717,20277.883951187134,4756.0440101623535,37186.0983042717,20277.883951187134,4756.0440101623535,62226.247812867165,0.0,0.0,2814.0061539411536,10,3,2
2022-07-05,75513.48866552596,6.221547245977035,0.0,0.0,0.0,36025.10116672516,20121.63999271393,4660.0250453948975,36025.10116672516,20121.63999271393,4660.0250453948975,60812.987752079964,0.0,0.0,2814.0061539411536,10,3,2
2022-07-06,78016.43972004984,6.221547245977035,0.0,0.0,0.0,35763.268199920654,20536.286125183105,4729.0129108428955,35763.268199920654,20536.286125183105,4729.0129108428955,61034.788783192635,0.0,0.0,2814.0061539411536,10,3,2
2022-07-07,78471.22388964194,6.221547245977035,0.0,0.0,0.0,36479.35292005539,20972.07542324066,4876.337825775147,36479.35292005539,20972.07542324066,4876.337825775147,62333.98771631718,0.0,0.0,2814.0061539411536,10,3,2
2022-07-08,78344.63604827723,6.221547245977035,0.0,0.0,0.0,36925.474147319794,21085.406160354614,4905.104001998901,36925.474147319794,21085.406160354614,4905.104001998901,62922.20585691929,0.0,0.0,2814.0061539411536,10,3,2
2022-07-11,78126.55757604014,6.221547245977035,0.0,0.0,0.0,36875.67566537857,20887.379419326782,4828.45294380188,36875.67566537857,20887.379419326782,4828.45294380188,62597.72957575321,0.0,0.0,2814.0061539411536,10,3,2
2022-07-12,79153.94465387633,6.221547245977035,0.0,0.0,0.0,37068.78834152222,20937.370308876038,4819.824907302856,37068.78834152222,20937.370308876038,4819.824907302856,62832.20510494709,0.0,0.0,2814.0061539411536,10,3,2
2022-07-13,78684.39843101252,6.221547245977035,0.0,0.0,0.0,36488.80344438553,20652.573740959167,4788.277189254761,36488.80344438553,20652.573740959167,4788.277189254761,61935.875921845436,0.0,0.0,2814.0061539411536,10,3,2
2022-07-14,78076.02498541924,6.221547245977035,0.0,0.0,0.0,35983.19578361511,20455.36144733429,4688.136142730713,35983.19578361511,20455.36144733429,4688.136142730713,61132.914920926094,0.0,0.0,2814.0061539411536,10,3,2
2022-07-15,79538.47482658755,6.221547245977035,0.0,0.0,0.0,36661.30879306793,20829.720415115356,4774.973049163818,36661.30879306793,20829.720415115356,4774.973049163818,62272.223804593086,0.0,0.0,2814.0061539411536,10,3,2
2022-07-18,80357.56590974175,6.221547245977035,0.0,0.0,0.0,37489.420976638794,20952.557227134705,4778.478893280029,37489.420976638794,20952.557227134705,4778.478893280029,63226.67864429951,0.0,0.0,2814.0061539411536,10,3,2
2022-07-19,82043.71821083441,6.221547245977035,0.0,0.0,0.0,37808.791637420654,21077.799348831177,4756.1829662323,37808.791637420654,21077.799348831177,4756.1829662323,63648.99549973011,0.0,0.0,2814.0061539411536,10,3,2
2022-07-20,81911.98588121074,6.221547245977035,0.0,0.0,0.0,37487.71564722061,21265.75652122498,4771.945112228394,37487.71564722061,21265.75652122498,4771.945112228394,63531.63882791996,0.0,0.0,2814.0061539411536,10,3,2
2022-07-21,82790.09863175549,6.221547245977035,0.0,0.0,0.0,37339.10922861099,21307.2661113739,4740.605100631714,37339.10922861099,21307.2661113739,4740.605100631714,63393.20198786259,0.0,0.0,2814.0061539411536,10,3,2
2022-07-22,83068.39208927812,6.221547245977035,0.0,0.0,0.0,37566.956007003784,21287.607650756836,4812.674108505249,37566.956007003784,21287.607650756836,4812.674108505249,63673.45931351185,0.0,0.0,2814.0061539411536,10,3,2
2022-07-25,83025.16758808857,6.221547245977035,0.0,0.0,0.0,37491.72986459732,21288.656573295593,4834.140089035034,37491.72986459732,21288.656573295593,4834.140089035034,63620.74807417393,0.0,0.0,2814.0061539411536,10,3,2
2022-07-26,82456.92365856464,6.221547245977035,0.0,0.0,0.0,37910.71597671509,21237.482949256897,4879.640018463135,37910.71597671509,21237.482949256897,4879.640018463135,64034.0604916811,0.0,0.0,2814.0061539411536,10,3,2
2022-07-27,83137.89299913829,6.221547245977035,0.0,0.0,0.0,38203.56477642059,21444.510442733765,4932.494867324829,38203.56477642059,21444.510442733765,4932.494867324829,64586.791633725166,0.0,0.0,2814.0061539411536,10,3,2
2022-07-28,84997.62182406423,6.221547245977035,0.0,0.0,0.0,37768.45352649689,21717.9629278183,5030.962024688721,37768.45352649689,21717.9629278183,5030.962024688721,64523.600026249886,0.0,0.0,2814.0061539411536,10,3,2
2022-07-29,87412.17056372008,13.692472102163265,0.0,0.0,0.0,38212.56902837753,21893.595762252804,4700.928031921387,38212.56902837753,21893.595762252804,4700.928031921387,64820.78529465389,0.13922172101930852,27.260377405166626,2841.2665313463203,10,3,2
2022-08-01,87807.28974623983,13.692472102163265,0.0,0.0,0.0,38254.98424625397,21898.649417877197,4692.603927612305,38254.98424625397,21898.649417877197,4692.603927612305,64859.93006384563,0.0,0.0,2841.2665313463203,10,3,2
2022-08-02,87040.59969073525,13.692472102163265,0.0,0.0,0.0,38399.03347873688,21875.731345176697,4686.641891479492,38399.03347873688,21875.731345176697,4686.641891479492,64975.09918749523,0.0,0.0,2841.2665313463203,10,3,2
2022-08-03,87850.8204036913,13.692472102163265,0.0,0.0,0.0,38333.138088703156,22150.426567077637,4691.07194519043,38333.138088703156,22150.426567077637,4691.07194519043,65188.329073073386,0.0,0.0,2841.2665313463203,10,3,2
2022-08-04,88929.69177113072,13.692472102163265,0.0,0.0,0.0,37770.14520788193,22123.830514907837,4692.28804397583,37770.14520788193,22123.830514907837,4692.28804397583,64599.95623886776,0.0,0.0,2841.2665313463203,10,3,2
2022-08-05,87367.21209241511,13.692472102163265,0.0,0.0,0.0,37823.61954021454,22085.409299850464,4739.477973937988,37823.61954021454,22085.409299850464,4739.477973937988,64662.199286105155,0.0,0.0,2841.2665313463203,10,3,2
2022-08-08,88082.42578125682,13.692472102163265,0.0,0.0,0.0,37856.674716472626,22208.12418460846,4798.810111999512,37856.674716472626,22208.12418460846,4798.810111999512,64877.30148518276,0.0,0.0,2841.2665313463203,10,3,2
2022-08-09,87360.7889954234,13.692472102163265,0.0,0.0,0.0,38308.167789936066,21995.096890449524,4787.133823394775,38308.167789936066,21995.096890449524,4787.133823394775,65104.09097588253,0.0,0.0,2841.2665313463203,10,3,2
2022-08-10,88526.99869606833,13.692472102163265,0.0,0.0,0.0,38187.53631401062,22135.658292770386,4854.397953033447,38187.53631401062,22135.658292770386,4854.397953033447,65191.28503191662,0.0,0.0,2841.2665313463203,10,3,2
2022-08-11,88831.18146124088,13.692472102163265,0.0,0.0,0.0,38459.98986148834,22259.157444000244,4819.5241050720215,38459.98986148834,22259.157444000244,4819.5241050720215,65552.36388266277,0.0,0.0,2841.2665313463203,10,3,2
2022-08-12,88764.48707224174,13.692472102163265,0.0,0.0,0.0,38229.45228624344,22464.69320678711,4901.746002197266,38229.45228624344,22464.69320678711,4901.746002197266,65609.58396732998,0.0,0.0,2841.2665313463203,10,3,2
2022-08-15,89283.80059122384,13.692472102163265,0.0,0.0,0.0,38273.297196388245,22676.239877700806,4983.4420013427725,38273.297196388245,22676.239877700806,4983.4420013427725,65946.67154753399,0.0,0.0,2841.2665313463203,10,3,2
2022-08-16,89339.38716397132,13.692472102163265,0.0,0.0,0.0,38976.82202768326,22807.458112716675,4986.989902496338,38976.82202768326,22807.458112716675,4986.989902496338,66784.96251499843,0.0,0.0,2841.2665313463203,10,3,2
2022-08-17,88945.46563004113,13.692472102163265,0.0,0.0,0.0,38831.68452882767,22597.879636764526,4982.980003356934,38831.68452882767,22597.879636764526,4982.980003356934,66426.23664105129,0.0,0.0,2841.2665313463203,10,3,2
2022-08-18,89385.65631268708,13.692472102163265,0.0,0.0,0.0,38873.294481277466,22755.063089370728,4989.408168792725,38873.294481277466,22755.063089370728,4989.408168792725,66631.45821154308,0.0,0.0,2841.2665313463203,10,3,2
2022-08-19,88633.24308035549,13.692472102163265,0.0,0.0,0.0,38845.5973815918,22576.601713180542,4933.623889923096,38845.5973815918,22576.601713180542,4933.623889923096,66369.5154567976,0.0,0.0,2841.2665313463203,10,3,2
2022-08-22,86955.41862804198,13.692472102163265,0.0,0.0,0.0,38731.08172035217,22384.601663589478,4941.000019073486,38731.08172035217,22384.601663589478,4941.000019073486,66070.3758751173,0.0,0.0,2841.2665313463203,10,3,2
2022-08-23,86275.74646511179,13.692472102163265,0.0,0.0,0.0,38866.13455533981,22230.8531332016,5024.683925628662,38866.13455533981,22230.8531332016,5024.683925628662,66135.36408627224,0.0,0.0,2841.2665313463203,10,3,2
2022-08-24,87176.09270169832,13.692472102163265,0.0,0.0,0.0,38730.54299592972,22351.36172103882,5056.272132873535,38730.54299592972,22351.36172103882,5056.272132873535,66151.86932194424,0.0,0.0,2841.2665313463203,10,3,2
2022-08-25,87088.30337626553,13.692472102163265,0.0,0.0,0.0,38764.856758117676,22450.74089717865,5013.384105682373,38764.856758117676,22450.74089717865,5013.384105682373,66242.67423308086,0.0,0.0,2841.2665313463203,10,3,2
2022-08-26,84901.25841563458,13.692472102163265,0.0,0.0,0.0,38361.572457790375,22153.402563095093,5003.547939300537,38361.572457790375,22153.402563095093,5003.547939300537,65532.21543228817,0.0,0.0,2841.2665313463203,10,3,2
2022-08-29,83826.15518325224,13.692472102163265,0.0,0.0,0.0,38171.08101987839,21792.622963905334,4997.954177856445,38171.08101987839,21792.622963905334,4997.954177856445,64975.35063374233,0.0,0.0,2841.2665313463203,10,3,2
2022-08-30,83749.96168104504,13.692472102163265,0.0,0.0,0.0,37533.90105009079,21616.882120132446,4967.89790725708,37533.90105009079,21616.882120132446,4967.89790725708,64132.37354958248,0.0,0.0,2841.2665313463203,10,3,2
2022-08-31,82549.06270133876,17.716024154661113,0.0,0.0,0.0,38829.777923583984,21436.649668693542,3040.3041229248047,38829.777923583984,21436.649668693542,3040.3041229248047,63324.44773935699,0.32527968461751655,62.87061489391326,2904.1371462402335,10,3,1
2022-09-01,81051.55035677228,17.716024154661113,0.0,0.0,0.0,38179.433752536774,21267.972387313843,2991.3600463867188,38179.433752536774,21267.972387313843,2991.3600463867188,62456.482210391994,0.0,0.0,2904.1371462402335,10,3,1
2022-09-02,82689.0082663323,17.716024154661113,0.0,0.0,0.0,38575.766644477844,21592.368759155273,3086.3600463867188,38575.766644477844,21592.368759155273,3086.3600463867188,63272.211474174495,0.0,0.0,2904.1371462402335,10,3,1
2022-09-05,81632.00266819526,17.716024154661113,0.0,0.0,0.0,38893.2479801178,21388.04067325592,3122.0801391601562,38893.2479801178,21388.04067325592,3122.0801391601562,63421.08481668853,0.0,0.0,2904.1371462402335,10,3,1
