poche,valeur_initiale,valeur_finale,performance_totale,cagr,volatilite_annualisee,max_drawdown,poids_final_dans_portefeuille
Portefeuille,50000.0,99923.20122745275,0.998464024549055,0.09935412245220254,0.16539688897066884,-0.36776557340075866,1.0
Core,24992.330594062805,72281.34565210342,1.8921410662387217,0.15637429560111205,0.22900333625984814,-0.38318584412391155,0.7233689950302048
Monétaire,14993.969718933105,27640.11375427246,0.843415337792158,0.08727481857667452,0.1809936206451852,-0.34553195357497013,0.2766135733717732
Opportuniste,0.0,0.0,,,,,0.0
