ticker,bucket,score,annual_fee_rate,sector,current_weight_total,target_weight_final,weight_gap,current_market_value,target_market_value,order_value,effective_order_value,action,shares_est,brokerage_est,ttf_est,spread_est,total_cost_est,expected_holding_months,expected_gross_alpha_horizon,required_net_alpha_horizon,roundtrip_cost_ratio,expected_net_alpha_horizon,alpha_surplus,mom12_ex1,ret_6m,ret_3m,ret_20d,vol60,vol20,dd_6m,dist_ma200,dist_ma20,rsi14,breadth_ma200,breadth_slope,benchmark_ret_3m,benchmark_ret_6m,execute,decision_reason,trade_quality_score,trade_quality_signal,trade_quality_proba,trade_quality_label,trade_quality_overlay_applied,rebalance_overlay_applied,rebalance_score,rebalance_signal,rebalance_proba,rebalance_label,ml_trade_quality_edge,ml_rebalance_edge,deployment_ml_signal,deployment_ml_proba,core_deployment_multiplier_ml,opp_deployment_multiplier_ml,deployment_regime_ml,date,signal_date
SESG.PA,core,1.1486340217591386,0.0,Communication,0.07536858943939209,0.08681192959152398,0.011443340152131887,3768.4294719696045,4340.596479576199,572.1670076065948,566.2406978607178,BUY,58,0.5662406978607177,0.0,0.5662406978607177,1.1324813957214355,10.0,0.09600182563464155,0.04583333333333334,0.005999999999999999,0.09000182563464154,0.044168492301308204,0.5462086437350626,0.05826464125201669,-0.13710311935599517,-0.08788211185381711,0.3495415042932872,0.36542254854055944,-0.19040696259396728,0.034185211208089594,-0.04273606138985275,32.29426702424951,0.17391304347826086,0.36231884057971014,-0.14823927371371273,-0.11449667076820906,False,REJECT_DEADBAND,,,,,False,True,-0.019046206109073576,0.30953793890926423,0.30953793890926423,0,,-0.019046206109073576,0.0,0.5,1.0,1.0,neutral,2019-01-02,2018-12-31
EDEN.PA,core,1.2606397821945163,0.0,Financials,0.09270510710490315,0.0786075429125804,-0.014097564192322748,4851.252326965332,4113.52769422035,-737.724632744982,710.6930160522461,SELL,23,0.7106930160522461,0.0,0.35534650802612305,1.066039524078369,10.0,0.09926866031400673,0.04583333333333334,0.0045,0.09476866031400673,0.04893532698067339,0.3020809409095482,0.018683369898433,0.05696391023798908,0.10336236335431992,0.3033090373766984,0.19852789235150547,-0.03248700842655727,0.1253348341248055,-0.00038083588632842336,53.50868210092926,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,REJECT_DEADBAND,,,,,False,True,-0.02453116636118036,0.25468833638819643,0.25468833638819643,0,,-0.02453116636118036,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
ENGI.PA,core,0.9985683504479734,0.0,Utilities,0.0,0.050225206966003286,0.050225206966003286,0.0,2628.2818689851015,2628.2818689851015,2620.5907678604126,BUY,289,2.6205907678604126,7.861772303581238,1.3102953839302063,11.792658455371857,10.0,0.09162491022139922,0.04583333333333334,0.0135,0.07812491022139922,0.03229157688806589,-0.010461017974217945,0.07070280418491981,0.1876859532994235,0.11523123353504006,0.22875510647032346,0.16644008801930224,-0.004271938777986373,0.09290958653937942,0.030088765473999413,70.00003592412108,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.02641479561204864,0.23585204387951364,0.23585204387951364,0,,-0.02641479561204864,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
ESE.PA,monetary,0.019221470715648004,0.0014,Unknown,0.15525864634370756,0.12995386399395337,-0.025304782349754196,8124.675035476685,6800.477393175449,-1324.1976423012356,1321.613805770874,SELL,122,1.321613805770874,0.0,1.321613805770874,2.643227611541748,18.0,0.08847664412146944,0.06,0.004,0.08447664412146944,0.024476644121469437,0.012975104646958613,-0.025222316046888182,-0.012848868448439132,0.092975829753152,0.20898860456549084,0.1422844058223181,-0.06819653029518402,0.0015802581015753603,0.029567685203696792,69.59364480522812,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,REJECT_DEADBAND,,,,,False,True,-0.02698481460021098,0.23015185399789018,0.23015185399789018,0,,-0.02698481460021098,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
ETDD.PA,monetary,-0.11214391698639298,0.001,Unknown,0.15044345223483185,0.12472729489661068,-0.025716157338221177,7872.696235656738,6526.97136651354,-1345.7248691431987,1337.349040031433,SELL,159,1.3373490400314332,0.0,1.3373490400314332,2.6746980800628664,18.0,0.0851356824904082,0.06,0.004,0.0811356824904082,0.021135682490408203,-0.11541292000519376,-0.0873965520748956,-0.007104732754360632,0.07279941725325689,0.16883942907981253,0.14908091874945173,-0.09263066013848864,-0.04201168230847019,0.021122691433996144,69.78532071712856,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,REJECT_DEADBAND,,,,,False,True,-0.02557846634920908,0.24421533650790922,0.24421533650790922,0,,-0.02557846634920908,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
GET.PA,core,1.2757398435315621,0.0,Industrials,0.03700025258555296,0.07965394131539676,0.0426536887298438,1936.2208518981934,4168.285655729972,2232.0648038317786,2227.213581085205,BUY,199,2.227213581085205,6.681640743255615,2.227213581085205,11.136067905426026,10.0,0.09970907876967056,0.04583333333333334,0.015000000000000001,0.08470907876967056,0.03887574543633722,0.1148269454184867,0.1279788874473351,0.14979745223005092,0.07666386234480704,0.24511626625199925,0.21170646139258437,-0.022562076991876845,0.11605198489197521,0.03813818818467185,76.07055046184693,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.018145286422013136,0.31854713577986865,0.31854713577986865,0,,-0.018145286422013136,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
GTT.PA,core,1.771381211015522,0.0,Energy,0.09698210454279853,0.12861736334405147,0.03163525880125294,5075.067329406738,6730.538399625822,1655.4710702190841,1619.7023391723633,BUY,30,1.6197023391723633,4.85910701751709,1.6197023391723633,8.098511695861816,10.0,0.11416528532128606,0.04583333333333334,0.015,0.09916528532128606,0.05333195198795272,0.25638482318711353,0.2782392413512773,0.12767566180343848,0.09910567766937084,0.304478846973068,0.2552751775101941,0.0,0.24240956296858296,0.05139346144451973,71.78572776400317,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.022864468430268087,0.27135531569731913,0.27135531569731913,0,,-0.022864468430268087,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
OR.PA,core,1.05402349922942,0.0,Consumer,0.0,0.05868730979772483,0.05868730979772483,0.0,3071.1031690776163,3071.1031690776163,3059.536865234375,BUY,16,3.059536865234375,9.178610595703125,1.5297684326171874,13.767915893554687,10.0,0.09324235206085808,0.04583333333333334,0.0135,0.07974235206085808,0.03390901872752475,0.14888744286331734,-0.009429612735499249,0.056309719346157916,0.06541581576420441,0.16314564549186278,0.15092256904444395,-0.0163858985895885,0.032971168783208604,0.051183251673178054,75.5789551587728,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.022470403039641297,0.27529596960358704,0.27529596960358704,0,,-0.022470403039641297,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
ORA.PA,core,0.0,0.0,Communication,0.03681549457238224,0.0,-0.03681549457238224,1926.5524768829346,0.0,-1926.5524768829346,1926.5524768829346,SELL,221,1.9265524768829345,0.0,0.9632762384414673,2.889828715324402,10.0,0.0625,0.04583333333333334,0.0045000000000000005,0.057999999999999996,0.012166666666666659,0.06001871488302957,-0.05252067920096326,0.001983303570967765,-0.04301838450231832,0.1535476849368339,0.15718847877528966,-0.08658249963684861,-0.030118641054676654,-0.0016554005464402,39.89895499696534,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.024383710302545956,0.2561628969745404,0.2561628969745404,0,,-0.024383710302545956,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
PAEEM.PA,monetary,0.20893989632117801,0.003,ETF,0.0,0.13117093114159037,0.13117093114159037,0.0,6864.166439188479,6864.166439188479,0.0,BUY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,REJECT_ZERO_SHARES,,,,,False,True,-0.02507150733730632,0.2492849266269368,0.2492849266269368,0,,-0.02507150733730632,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
RI.PA,core,1.1571997590398972,0.0,Consumer,0.04595541742210714,0.06436035060076796,0.01840493317866082,2404.8440551757812,3367.97303155013,963.1289763743489,961.9376220703125,BUY,8,0.9619376220703125,2.8858128662109377,0.48096881103515626,4.328719299316407,10.0,0.09625165963866367,0.04583333333333334,0.0135,0.08275165963866367,0.03691832630533033,0.14654617429169225,0.04121079399443972,0.08601069235015468,0.043540865452248,0.21502503847188506,0.15409392071359926,-0.025537522095452236,0.05320938788710006,0.03582541965614938,69.55214365109504,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.022470403039641297,0.27529596960358704,0.27529596960358704,0,,-0.022470403039641297,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
SAN.PA,core,0.9854187973707629,0.0,Healthcare,0.04596154252271298,0.0496110640404022,0.0036495215176892207,2405.164581298828,2596.1438089584817,190.9792276596536,171.79747009277344,BUY,3,0.17179747009277344,0.5153924102783203,0.08589873504638672,0.7730886154174804,10.0,0.09124138158998059,0.04583333333333334,0.013499999999999998,0.07774138158998059,0.03190804825664725,0.14519510833698424,0.023211848327964857,-0.03830523500864891,0.015537223063634364,0.185159601483267,0.15859602863088082,-0.05473128890490275,0.040154639169024176,0.026001961829618114,61.55953431231088,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,REJECT_SMALL_ORDER,,,,,False,True,-0.02394898004673178,0.2605101995326822,0.2605101995326822,0,,-0.02394898004673178,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
SCR.PA,core,0.0,0.0,Financials,0.0705095490801479,0.0,-0.0705095490801479,3689.7601947784424,0.0,-3689.7601947784424,3689.7601947784424,SELL,143,3.6897601947784424,0.0,3.6897601947784424,7.379520389556885,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,0.13615172873379522,0.10336558065124413,-0.10154143040061003,-0.04944345019426,0.32957620996829706,0.4574759811074877,-0.1576048605396958,-0.004146753650178137,-0.08852836727001623,19.850226253078063,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.03145588897744661,0.1854411102255339,0.1854411102255339,0,,-0.03145588897744661,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
SESG.PA,core,1.484906872706971,0.0,Communication,0.0770114314328677,0.10438513099091874,0.027373699558051037,4030.003282546996,5462.46723006582,1432.4639475188242,1430.3379526138303,BUY,137,1.4303379526138305,0.0,1.4303379526138305,2.860675905227661,10.0,0.10580978378728664,0.04583333333333334,0.006000000000000001,0.09980978378728664,0.0539764504539533,0.4399095911247506,0.024137807292659907,-0.060869710572278524,0.0424099401858169,0.30585042592911593,0.20989454902739976,-0.13662800123357355,0.058059521602528585,0.025995180807445006,62.66367122461183,0.2898550724637681,0.391304347826087,-0.03166325299500928,-0.09182489051607762,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.024383710302545956,0.2561628969745404,0.2561628969745404,0,,-0.024383710302545956,0.0,0.5,1.0,1.0,neutral,2019-02-01,2019-01-31
EDEN.PA,core,1.4905778138643055,0.0,Financials,0.09478926982476281,0.10610730485694217,0.01131803503217936,5164.710914611816,5781.388088839663,616.677174227847,592.1324615478516,BUY,18,0.5921324615478516,1.7763973846435548,0.2960662307739258,2.6645960769653323,10.0,0.10597518623770892,0.04583333333333334,0.013500000000000002,0.09247518623770892,0.046641852904375586,0.3108080355585001,0.188546995127574,0.194733606309466,0.10101589437283054,0.3168333466916792,0.2825356623449984,-0.019597959676835308,0.20190976328346455,0.04083865646414497,72.07207116101841,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,REJECT_DEADBAND,,,,,False,True,-0.017470671337715172,0.3252932866228483,0.3252932866228483,0,,-0.017470671337715172,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
ENGI.PA,core,0.9199174860244153,0.0,Utilities,0.04553624743998542,0.04728959920729748,0.0017533517673120613,2481.0989112854004,2576.6324566595927,95.53354537419227,94.4362907409668,BUY,11,0.0944362907409668,0.2833088722229004,0.0472181453704834,0.4249633083343506,10.0,0.08933092667571212,0.04583333333333334,0.013500000000000002,0.07583092667571212,0.02999759334237878,0.16346881570291893,0.0802923650079006,0.05451649155299476,-0.05255637431841731,0.21913578385086338,0.2045838948549547,-0.062278958547429264,0.03378513419595075,-0.051505115265764956,33.66672034316086,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,REJECT_SMALL_ORDER,,,,,False,True,-0.016645797798419733,0.33354202201580263,0.33354202201580263,0,,-0.016645797798419733,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
ESE.PA,monetary,0.0587294139403507,0.0014,Unknown,0.1552355273682062,0.13311406989942906,-0.02212145746877714,8458.200216293333,7252.885173279177,-1205.315043014156,1195.4256305694578,SELL,106,1.1954256305694577,0.0,1.1954256305694577,2.3908512611389154,18.0,0.08966188241821052,0.06,0.004,0.08566188241821052,0.02566188241821052,0.07909115109704068,-0.008937970143228169,0.0323479881041957,0.041433267394677786,0.1986750196179886,0.10083755374772749,-0.029588867975615885,0.03367403775894329,0.011103611445348216,74.8540919193085,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,REJECT_DEADBAND,,,,,False,True,-0.018830988369940068,0.3116901163005993,0.3116901163005993,0,,-0.018830988369940068,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
ETDD.PA,monetary,-0.0023443844174824086,0.001,Unknown,0.15086288940540088,0.1279662229647917,-0.02289666644060917,8219.951614379883,6972.398349198517,-1247.5532651813655,1247.0439414978027,SELL,142,1.2470439414978027,0.0,1.2470439414978027,2.4940878829956055,18.0,0.08842966846747552,0.06,0.004,0.08442966846747552,0.024429668467475518,-0.02948707543612361,-0.02254974479258487,0.04561738570912022,0.044245596435976475,0.16852910937412516,0.12565149460965513,-0.03843623803233509,0.008122545866208641,0.02351292645429015,86.143541523045,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,REJECT_DEADBAND,,,,,False,True,-0.021257850643435723,0.2874214935656428,0.2874214935656428,0,,-0.021257850643435723,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
GET.PA,core,1.0854718031413522,0.0,Industrials,0.07817021787090173,0.06124333852056761,-0.016926879350334115,4259.201259613037,3336.919247180553,-922.282012432484,915.9572601318359,SELL,80,0.915957260131836,0.0,0.915957260131836,1.831914520263672,10.0,0.09415959425828943,0.04583333333333334,0.006000000000000001,0.08815959425828943,0.04232626092495609,0.13061017329700442,0.19631307711723545,0.13164756391163257,0.015649303596541042,0.21319734353086175,0.15316305413339243,-0.007265854187950227,0.12081081802493898,0.017600105358978935,60.784226333328725,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.01560514667774738,0.3439485332225262,0.3439485332225262,0,,-0.01560514667774738,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
GTT.PA,core,2.305096380870499,0.0,Energy,0.13861051020655735,0.12861736334405147,-0.00999314686250588,7552.365539550781,7007.876540241918,-544.4889993088636,487.2493896484375,SELL,8,0.4872493896484375,0.0,0.4872493896484375,0.974498779296875,10.0,0.12973197777538956,0.04583333333333334,0.006,0.12373197777538955,0.07789864444205621,0.4968534420234101,0.37212992382174925,0.2225658070201979,0.07254257456373803,0.3119483630417821,0.3373493082676052,-0.0131002022012634,0.2747881416131912,0.02249239453259877,65.87036118237484,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,REJECT_DEADBAND,,,,,False,True,-0.017037749915982225,0.32962250084017775,0.32962250084017775,0,,-0.017037749915982225,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
KER.PA,core,1.1418402247525596,0.0,Consumer,0.0,0.0730606809594846,0.0730606809594846,0.0,3980.8018046558054,3980.8018046558054,3786.5593872070317,BUY,9,3.786559387207032,11.359678161621096,1.893279693603516,17.039517242431643,10.0,0.09580367322194966,0.04583333333333334,0.0135,0.08230367322194966,0.036470339888616324,0.236929287037436,0.03496307035475521,0.24867945555626103,0.09737150107096326,0.31090628325207054,0.23926965204820294,-0.013155112688136628,0.09616607930020993,0.030578229517653766,75.32307540856341,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.012965702677068043,0.3703429732293196,0.3703429732293196,0,,-0.012965702677068043,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
OR.PA,core,1.033186518555391,0.0,Consumer,0.059227857630459166,0.0520674679298069,-0.0071603897006522685,3227.103271484375,2836.960559042341,-390.1427124420338,201.69395446777344,SELL,1,0.20169395446777344,0.0,0.10084697723388672,0.3025409317016602,10.0,0.09263460679119892,0.04583333333333334,0.0045000000000000005,0.08813460679119892,0.04230127345786558,0.2124308348244075,0.07353658427897125,0.06991316969484296,0.056163743770148766,0.18273274927972855,0.19568928426343468,-0.015964511515822122,0.07898624957686629,0.004163249083267706,56.27532580567026,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,REJECT_SMALL_ORDER,,,,,False,True,-0.016565276248878467,0.3343472375112153,0.3343472375112153,0,,-0.016565276248878467,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
ORA.PA,core,0.0,0.0,Communication,0.03466928726852373,0.0,-0.03466928726852373,1888.9991102218628,0.0,-1888.9991102218628,1888.9991102218628,SELL,221,1.8889991102218628,0.0,0.9444995551109314,2.8334986653327943,10.0,0.0625,0.04583333333333334,0.0045000000000000005,0.057999999999999996,0.012166666666666659,0.020048391934468057,-0.019674589977557,-0.08293215439937629,-0.00957992582045819,0.1442267029624717,0.1362884923469383,-0.0953329715334359,-0.034158777381592786,-0.0015601949531046655,57.20330277680797,0.5507246376811594,0.3333333333333333,0.04283895153940576,-0.04349649104414894,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.01878919223024622,0.3121080776975378,0.3121080776975378,0,,-0.01878919223024622,0.0,0.5,1.0,1.0,neutral,2019-03-01,2019-02-28
