ticker,bucket,score,annual_fee_rate,sector,current_weight_total,target_weight_final,weight_gap,current_market_value,target_market_value,order_value,effective_order_value,action,shares_est,brokerage_est,ttf_est,spread_est,total_cost_est,expected_holding_months,expected_gross_alpha_horizon,required_net_alpha_horizon,roundtrip_cost_ratio,expected_net_alpha_horizon,alpha_surplus,mom12_ex1,ret_6m,ret_3m,ret_20d,vol60,vol20,dd_6m,dist_ma200,dist_ma20,rsi14,breadth_ma200,breadth_slope,benchmark_ret_3m,benchmark_ret_6m,execute,decision_reason,trade_quality_score,trade_quality_signal,trade_quality_proba,trade_quality_label,trade_quality_overlay_applied,rebalance_overlay_applied,rebalance_score,rebalance_signal,rebalance_proba,rebalance_label,ml_trade_quality_edge,ml_rebalance_edge,deployment_ml_signal,deployment_ml_proba,core_deployment_multiplier_ml,opp_deployment_multiplier_ml,deployment_regime_ml,date,signal_date
ALO.PA,core,0.0,0.0,Industrials,0.07954424734604759,0.0,-0.07954424734604759,4696.905899047852,0.0,-4696.905899047852,4696.905899047852,SELL,105,4.696905899047851,0.0,2.3484529495239257,7.045358848571777,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,-0.06123443085134195,0.09560935257787007,0.017880343979008728,0.26860034140262457,0.3648718768303851,0.4847170092094012,-0.03740398155380842,0.13188821012670426,0.10004046842426151,61.51178174758369,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.03121299326826284,0.1878700673173716,0.1878700673173716,0,,-0.03121299326826284,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
COFA.PA,core,0.0,0.0,Financials,0.04349322147064453,0.0,-0.04349322147064453,2568.1752648353577,0.0,-2568.1752648353577,2568.1752648353577,SELL,469,2.5681752648353577,0.0,2.5681752648353577,5.1363505296707155,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,-0.3637226945906692,0.14228199753648507,0.2893939325954644,0.24233568162550068,0.4956283850974008,0.4950018364040307,-0.04274471139502223,0.2840234303633784,0.012854107644404866,44.13408271508207,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.03900360064613258,0.10996399353867425,0.10996399353867425,0,,-0.03900360064613258,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
EDEN.PA,core,0.0,0.0,Financials,0.06000075477939256,0.0,-0.06000075477939256,3542.9073562622066,0.0,-3542.9073562622066,3542.9073562622066,SELL,83,3.5429073562622064,0.0,1.7714536781311032,5.314361034393309,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,-0.07423110358592921,0.10923388538305323,0.08857594093395837,0.18992041718781416,0.34358869682402504,0.39114955799237955,-0.015204420861035461,0.17505109824503728,0.04995668217735183,57.12097220102777,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.023633862996955947,0.26366137003044054,0.26366137003044054,0,,-0.023633862996955947,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
ERF.PA,core,1.602367608633875,0.0,Healthcare,0.083907741357243,0.09793846724831652,0.014030725891073528,4954.560241699219,5783.042519229766,828.4822775305474,805.116039276123,BUY,13,0.8051160392761231,2.415348117828369,0.8051160392761231,4.0255801963806155,10.0,0.10923572191848803,0.04583333333333334,0.015,0.09423572191848803,0.04840238858515469,0.4186721321659128,0.15630310733312114,0.015820916642930838,-0.01647385109877586,0.3271465159251069,0.46262798890420115,-0.0727521129357318,0.15643180899281695,-0.027443353871908216,45.454566382791285,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,REJECT_DEADBAND,,,,,False,True,-0.017505098607892247,0.32494901392107756,0.32494901392107756,0,,-0.017505098607892247,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
ESE.PA,monetary,0.0686145911986609,0.0014,Unknown,0.18430164606744498,0.1494277390806178,-0.034873906986827186,10882.59072780609,8823.366272055253,-2059.2244557508366,2057.693586349487,SELL,142,2.0576935863494867,0.0,2.0576935863494867,4.1153871726989735,18.0,0.08995843773595982,0.06,0.004,0.08595843773595982,0.025958437735959822,0.018143139848184386,0.0706320031180887,0.009400454243282175,0.05993691475051355,0.1948212707893568,0.21709838558397035,-0.015606878529918045,0.09766055642701144,-0.00029697878373968756,53.52022638378969,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,PERMANENT_ETF,,,,,False,True,-0.00983107043670895,0.4016892956329105,0.4016892956329105,0,,-0.00983107043670895,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
ETDD.PA,monetary,-0.022563270999233206,0.001,Unknown,0.1561698452209609,0.13177589136615978,-0.024393953854801115,9221.472221374512,7781.065031860644,-1440.4071895138677,1438.3920345306396,SELL,146,1.4383920345306396,0.0,1.4383920345306396,2.876784069061279,18.0,0.087823101870023,0.06,0.004,0.083823101870023,0.023823101870022997,-0.17004620179718122,0.04100809604693656,0.047496282043293814,0.15456595166882847,0.23816994201095193,0.2635757830109459,-0.010857372120542164,0.11225086462096323,0.02324020805288307,58.961087537558775,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,REJECT_DEADBAND,,,,,False,True,-0.0060891153808381214,0.4391088461916188,0.4391088461916188,0,,-0.0060891153808381214,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
FR.PA,core,0.0,0.0,Consumer,0.04570655121787542,0.0,-0.04570655121787542,2698.8673248291016,0.0,-2698.8673248291016,2698.8673248291016,SELL,91,2.6988673248291017,0.0,1.3494336624145509,4.048300987243652,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,-0.24705171600577702,0.3354199571428036,0.2102716141426908,0.23885714361425325,0.4333585749085647,0.5017007619404091,-0.02983302122640552,0.4007744828343105,0.06537368908138808,59.97373830618635,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.02591352770492303,0.24086472295076972,0.24086472295076972,0,,-0.02591352770492303,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
GET.PA,core,0.0,0.0,Industrials,0.04791106522492483,0.0,-0.04791106522492483,2829.0388355255127,0.0,-2829.0388355255127,2829.0388355255127,SELL,221,2.829038835525513,0.0,2.829038835525513,5.658077671051026,10.0,0.0625,0.04583333333333334,0.006000000000000001,0.0565,0.010666666666666665,-0.23928815797876568,-0.014830468015668785,0.08139537282761133,0.17622267658639923,0.4345948731065577,0.5811664370376396,-0.04843107943782543,0.10647767159864818,0.0013279144071580706,36.723182531467266,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.019145486004941457,0.3085451399505854,0.3085451399505854,0,,-0.019145486004941457,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
GTT.PA,core,0.0,0.0,Energy,0.0687466508662448,0.0,-0.0687466508662448,4059.33251953125,0.0,-4059.33251953125,4059.33251953125,SELL,59,4.05933251953125,0.0,4.05933251953125,8.1186650390625,10.0,0.0625,0.04583333333333334,0.006000000000000001,0.0565,0.010666666666666665,0.0547194482000215,0.1352489272403523,0.05451101441865447,0.02288206775206203,0.2696467845855564,0.25801676607495583,-0.039488957874668884,0.13029336877281938,-0.004364179253447009,45.564517040424626,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.005035370118751891,0.4496462988124811,0.4496462988124811,0,,-0.005035370118751891,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
KER.PA,core,0.0,0.0,Consumer,0.01798404323465017,0.0,-0.01798404323465017,1061.9166259765625,0.0,-1061.9166259765625,1061.9166259765625,SELL,2,1.0619166259765624,0.0,0.5309583129882812,1.5928749389648438,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,-0.025419998778471897,0.13868770102026828,0.09403252242203952,0.14800773531270495,0.27877066470499356,0.2918927014762893,-0.02967107725896223,0.18625520231133863,0.008030913804492945,45.76261818210531,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.004699146676764716,0.45300853323235285,0.45300853323235285,0,,-0.004699146676764716,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
NEX.PA,core,1.1676559179423398,0.0,Industrials,0.0,0.059045841402291875,0.059045841402291875,0.0,3486.5219050997625,3486.5219050997625,3476.0933952331543,BUY,73,3.4760933952331543,10.428280185699464,3.4760933952331543,17.38046697616577,10.0,0.09655663093998491,0.04583333333333334,0.015,0.08155663093998491,0.03572329760665158,0.08071626615757999,0.32242763895201865,0.09900361857773299,0.20068027113382558,0.41526568181373663,0.5137087181207822,-0.022160633779060523,0.28494932279614593,0.08472975292820606,75.66478249516733,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.014481825327557497,0.35518174672442504,0.35518174672442504,0,,-0.014481825327557497,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
OR.PA,core,1.0349582133557707,0.0,Consumer,0.04821051366398504,0.04710019085994842,-0.001110322804036619,2846.7205810546875,2781.1585586316282,-65.56202242305926,0.0,SELL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12002701687064521,0.15251551157562182,0.09103845250663456,0.08066230709629774,0.24567920205786864,0.30183773622631416,-0.03824443743802697,0.13843800257851946,-0.004364731920085907,41.698905823206225,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,REJECT_ZERO_SHARES,,,,,False,True,-0.006644664661881693,0.43355335338118306,0.43355335338118306,0,,-0.006644664661881693,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
ORA.PA,core,0.0,0.0,Communication,0.027270613912405726,0.0,-0.027270613912405726,1610.2673873901367,0.0,-1610.2673873901367,1610.2673873901367,SELL,221,1.6102673873901368,0.0,0.8051336936950684,2.4154010810852053,10.0,0.0625,0.04583333333333334,0.0045000000000000005,0.057999999999999996,0.012166666666666659,-0.27672031537674713,-0.08192472239094017,0.14933791978968824,0.09333043120384565,0.28379456047045043,0.2198163241367514,-0.07792776108075161,0.024086236915788373,0.04058154853689566,71.93668676261719,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.014148581627297716,0.3585141837270228,0.3585141837270228,0,,-0.014148581627297716,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
PAEEM.PA,monetary,0.10883758700400667,0.003,ETF,0.0,0.10464845958537675,0.10464845958537675,0.0,6179.252221905016,6179.252221905016,6159.494827270509,BUY,283,6.159494827270509,0.0,3.0797474136352543,9.239242240905764,18.0,0.08876512761012019,0.06,0.003,0.08576512761012019,0.02576512761012019,0.021584093312855268,0.131462844833798,0.0756243708464912,0.05352249677528387,0.15725415739632306,0.20657514788785392,-0.025478559181410176,0.12708464873648073,-0.002129279487490199,55.27223780996434,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,INIT_PERMANENT_ETF,,,,,False,True,-0.00983107043670895,0.4016892956329105,0.4016892956329105,0,,-0.00983107043670895,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
RCO.PA,core,1.6038126757652433,0.0,Consumer,0.0,0.10562068179453937,0.10562068179453937,0.0,6236.659720017803,6236.659720017803,6150.298828125,BUY,47,6.150298828125,18.450896484375,6.150298828125,30.751494140625,10.0,0.10927786970981962,0.04583333333333334,0.015,0.09427786970981962,0.04844453637648628,0.2893817653758095,0.23553034127706818,0.058990593905378974,0.02687803408622713,0.2246876046011137,0.20646028968771263,-0.07222919922621418,0.1877350903648558,-0.019123788249771012,43.45793059736967,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.004902050989734568,0.4509794901026543,0.4509794901026543,0,,-0.004902050989734568,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
RI.PA,core,0.0,0.0,Consumer,0.05317038843529205,0.0,-0.05317038843529205,3139.58984375,0.0,-3139.58984375,3139.58984375,SELL,23,3.13958984375,0.0,1.569794921875,4.709384765625,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,-0.13450048454736863,0.09981693540919578,0.10306791655005876,0.14285743787252625,0.2644085258998875,0.33460891195949233,-0.014474564805311951,0.1328372567993068,0.024508289312960674,49.778805461542206,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.005481630777780753,0.44518369222219245,0.44518369222219245,0,,-0.005481630777780753,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
RMS.PA,core,1.0532387177450602,0.0,Consumer,0.0,0.0478974085746545,0.0478974085746545,0.0,2828.2324415579274,2828.2324415579274,2366.3464965820312,BUY,3,2.366346496582031,7.099039489746094,1.1831732482910156,10.64855923461914,10.0,0.09321946260089758,0.04583333333333334,0.0135,0.07971946260089759,0.03388612926756425,0.21889589174666146,0.039684404556669106,0.10549083609838705,0.019964889567621436,0.19272291565913954,0.2113066215308706,-0.04643034809342628,0.13299360988682296,-0.02168718664643099,42.292455570884734,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.005684535090750608,0.4431546490924939,0.4431546490924939,0,,-0.005684535090750608,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
SAN.PA,core,0.0,0.0,Healthcare,0.03623340974696119,0.0,-0.03623340974696119,2139.499984741211,0.0,-2139.499984741211,2139.499984741211,SELL,31,2.139499984741211,0.0,1.0697499923706055,3.2092499771118166,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,-0.03502201997004484,-0.04991035784497633,-0.005517748858877569,0.0671455083644652,0.26562061527706937,0.3244444296768827,-0.10160131695916208,-0.012950018142929398,-0.004705658940125312,50.09379684936776,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.016036810736161273,0.3396318926383873,0.3396318926383873,0,,-0.016036810736161273,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
SPIE.PA,core,0.0,0.0,Industrials,0.00025508151708364103,0.0,-0.00025508151708364103,15.06198024749756,0.0,-15.06198024749756,15.06198024749756,SELL,1,0.015061980247497561,0.0,0.015061980247497561,0.030123960494995123,10.0,0.0625,0.04583333333333334,0.006000000000000001,0.0565,0.010666666666666665,-0.25970472244967757,0.1748970597088797,0.14200006316470404,0.21661942436922899,0.40954010018888565,0.40056431509147444,-0.02114269132326585,0.22080941794782571,0.0415590493837763,52.30772684792225,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,REJECT_SMALL_ORDER,,,,,False,True,-0.03119381830206356,0.18806181697936442,0.18806181697936442,0,,-0.03119381830206356,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
STMPA.PA,core,1.6518117998399506,0.0,Technology,0.0022169287272449582,0.11044063605899206,0.1082237073317471,130.90457153320312,6521.2669967622915,6390.362425229088,6381.597862243652,BUY,195,6.381597862243653,0.0,3.1907989311218263,9.57239679336548,10.0,0.11067784416199856,0.04583333333333334,0.0045000000000000005,0.10617784416199856,0.060344510828665224,0.18182110489440118,0.31408190206812403,0.26435702511203774,0.23059621357731896,0.3722149836961291,0.35827423171254985,-0.011743333674539613,0.33484898508728134,0.08788962498800101,84.37498356500103,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.031110378753187055,0.18889621246812943,0.18889621246812943,0,,-0.031110378753187055,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
SU.PA,core,1.2774078207581403,0.0,Industrials,0.0,0.0652279553385086,0.0652279553385086,0.0,3851.56159539039,3851.56159539039,3823.3026123046875,BUY,36,3.8233026123046874,11.469907836914063,1.9116513061523437,17.204861755371095,10.0,0.09975772810544577,0.04583333333333334,0.0135,0.08625772810544577,0.04042439477211243,0.21315638724087504,0.18570837888443825,0.10047164281512733,0.08209650051371464,0.2620930244672498,0.2329761765704811,-0.03235179763607898,0.2118007964676718,-0.0035876231879106157,38.34957150770642,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.003847062516411354,0.46152937483588646,0.46152937483588646,0,,-0.003847062516411354,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
TEP.PA,core,1.3993453645818548,0.0,Industrials,0.0,0.08087672869059434,0.08087672869059434,0.0,4775.5858752420545,4775.5858752420545,4671.932022094727,BUY,19,4.671932022094727,14.01579606628418,2.3359660110473635,21.023694099426272,10.0,0.1033142398003041,0.04583333333333334,0.013500000000000002,0.0898142398003041,0.04398090646697077,0.2310298764762866,0.24599742957006643,0.053585096270436505,0.053585096270436505,0.28606657308862316,0.39195954950665424,-0.044162776902317735,0.1928046071167384,0.007487730090212308,59.71948607915835,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,True,ML_FALLBACK_SELECTION,,,,,False,True,-0.019334490775375936,0.30665509224624066,0.30665509224624066,0,,-0.019334490775375936,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
VIV.PA,core,0.0,0.0,Communication,0.001206322987349604,0.0,-0.001206322987349604,71.2306137084961,0.0,-71.2306137084961,71.2306137084961,SELL,8,0.0712306137084961,0.0,0.0712306137084961,0.1424612274169922,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,0.08939045925925937,0.10973998010480579,0.04221870661068183,-0.0003970001435752435,0.1505412029479513,0.11475153543585324,-0.022894684514029207,0.12032502722446359,-0.012452113110469898,40.25971751560864,0.9178082191780822,0.3424657534246575,0.10641915652306796,0.0780390642286693,False,REJECT_SMALL_ORDER,,,,,False,True,-0.003122062855847232,0.4687793714415277,0.4687793714415277,0,,-0.003122062855847232,0.0,0.5,1.0,1.0,neutral,2020-12-01,2020-11-30
AI.PA,core,0.0,0.0,Materials,0.04336480514011618,0.0,-0.04336480514011618,2574.0623474121094,0.0,-2574.0623474121094,2574.0623474121094,SELL,25,2.5740623474121094,0.0,1.2870311737060547,3.861093521118164,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,0.1175661345451191,0.01666038810687631,-0.006659273292793588,-0.008127093261560914,0.20384153674274155,0.14223805528991312,-0.05954472250006715,0.029802203511592573,-0.0043755658490767235,43.77227246820677,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.01583719974659221,0.3416280025340779,0.3416280025340779,0,,-0.01583719974659221,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
ALO.PA,core,0.0,0.0,Industrials,0.08321546567091848,0.0,-0.08321546567091848,4939.530944824219,0.0,-4939.530944824219,4939.530944824219,SELL,105,4.939530944824219,0.0,2.4697654724121096,7.4092964172363285,10.0,0.0625,0.04583333333333334,0.0045000000000000005,0.057999999999999996,0.012166666666666659,0.14244700845099834,0.18413773189276994,0.20833281772842405,0.023271097436478927,0.3494544609000209,0.18145883561684736,-0.006818758208829823,0.1589651492573083,0.019934756426059685,59.58752989863698,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.012392976297255555,0.37607023702744447,0.37607023702744447,0,,-0.012392976297255555,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
COFA.PA,core,0.0,0.0,Financials,0.04098326674012686,0.0,-0.04098326674012686,2432.698208808899,0.0,-2432.698208808899,2432.698208808899,SELL,469,2.432698208808899,0.0,2.432698208808899,4.865396417617798,10.0,0.0625,0.04583333333333334,0.005999999999999999,0.0565,0.010666666666666665,-0.24502160660012107,0.3011093486166734,0.38682429074104796,-0.05740546055025009,0.40229473853261105,0.2106801699992217,-0.07649054966710878,0.24077629158495895,-0.02828739790062318,38.35616367110583,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.03677531233674252,0.13224687663257478,0.13224687663257478,0,,-0.03677531233674252,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
EDEN.PA,core,0.0,0.0,Financials,0.05896959429712992,0.0,-0.05896959429712992,3500.3365478515625,0.0,-3500.3365478515625,3500.3365478515625,SELL,83,3.5003365478515627,0.0,1.7501682739257813,5.250504821777344,10.0,0.0625,0.04583333333333334,0.0045000000000000005,0.057999999999999996,0.012166666666666659,0.05524946856922042,0.11589329514187385,0.2187499327391571,-0.028672943613919255,0.3208828445687744,0.21468255305825332,-0.046435065678659404,0.12274914228634848,-0.012069676527365236,52.544963639686436,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.017402029385445772,0.3259797061455423,0.3259797061455423,0,,-0.017402029385445772,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
ERF.PA,core,0.0,0.0,Healthcare,0.09165310928929664,0.0,-0.09165310928929664,5440.3753662109375,0.0,-5440.3753662109375,5440.3753662109375,SELL,80,5.4403753662109375,0.0,5.4403753662109375,10.880750732421875,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,0.3440949939215998,0.21727559642595384,-0.02069057224690951,0.0587781124411384,0.3456484643461677,0.2614834011082146,-0.0649865117668067,0.12003624476176178,0.018740436739174804,67.14575775387522,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.01817485946321708,0.3182514053678292,0.3182514053678292,0,,-0.01817485946321708,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
ESE.PA,monetary,0.10374099917900985,0.0014,Unknown,0.147432216444214,0.23219282095086788,0.08476060450665387,8751.329930305481,13782.577733668315,5031.247803362834,5029.499959945679,BUY,350,5.029499959945679,0.0,5.029499959945679,10.058999919891358,18.0,0.09101222997537028,0.06,0.004,0.08701222997537028,0.027012229975370283,0.06054818178937449,0.08998906619126457,0.06727027883329861,0.004531480027359036,0.16738041771289405,0.0881265740286572,-0.005202270997049063,0.0883384616935019,0.0018628109495524292,50.288087900308184,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,True,PERMANENT_ETF,,,,,False,True,-0.01871299680295637,0.3128700319704363,0.3128700319704363,0,,-0.01871299680295637,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
ETDD.PA,monetary,0.06932010918961014,0.001,Unknown,0.1571344811034604,0.21813896914503492,0.06100448804157452,9327.240142822266,12948.364581951904,3621.1244391296386,3617.2950553894043,BUY,363,3.6172950553894045,0.0,3.6172950553894045,7.234590110778809,18.0,0.0905796032756883,0.06,0.004,0.0865796032756883,0.0265796032756883,-0.04349514038131974,0.07288848332261111,0.11371795413948527,0.008949389019972553,0.22351315584219508,0.1393817072187858,-0.008693129857408888,0.11275360000991541,0.005406499705534973,53.95610919335937,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,True,PERMANENT_ETF,,,,,False,True,-0.027102929190340814,0.22897070809659187,0.22897070809659187,0,,-0.027102929190340814,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
FR.PA,core,0.0,0.0,Consumer,0.043005678584940595,0.0,-0.043005678584940595,2552.745195388794,0.0,-2552.745195388794,2552.745195388794,SELL,91,2.552745195388794,0.0,1.276372597694397,3.829117793083191,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,0.041304768414696325,0.331683094179134,0.2472951151856979,-0.02003631075257306,0.38463745116294445,0.22935781105811423,-0.04497040118662787,0.3082655727720407,0.005372539555030809,58.36652756770521,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.016153002408538616,0.3384699759146138,0.3384699759146138,0,,-0.016153002408538616,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
GET.PA,core,0.0,0.0,Industrials,0.04722677231082978,0.0,-0.04722677231082978,2803.3022632598877,0.0,-2803.3022632598877,2803.3022632598877,SELL,221,2.8033022632598876,0.0,2.8033022632598876,5.606604526519775,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,-0.09154481034147754,0.03882804040855925,0.20475782115423935,-0.0070027143523102575,0.4290016486831667,0.263840808967889,-0.03274205536418373,0.1180651705485749,0.022276765997952364,60.784315772005066,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.05,0.0,0.0,0,,-0.05,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
GTT.PA,core,0.0,0.0,Energy,0.06538357194401344,0.0,-0.06538357194401344,3881.059539794922,0.0,-3881.059539794922,3881.059539794922,SELL,59,3.881059539794922,0.0,3.881059539794922,7.762119079589844,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,-0.0002355830647593482,0.10261936317960174,0.01616648660751907,-0.0497901019680862,0.25803238568107156,0.221250838849578,-0.08013936526089749,0.06687006132760498,-0.008729952484108905,45.5938255713895,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.016729835781416486,0.33270164218583514,0.33270164218583514,0,,-0.016729835781416486,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
KER.PA,core,0.0,0.0,Consumer,0.017089464356111375,0.0,-0.017089464356111375,1014.4020385742188,0.0,-1014.4020385742188,1014.4020385742188,SELL,2,1.0144020385742187,0.0,0.5072010192871094,1.521603057861328,10.0,0.0625,0.04583333333333334,0.0045,0.058,0.012166666666666666,0.03300435729381812,0.1916600372136641,0.028729885738981942,-0.01768302280835088,0.29155417621106244,0.2777718429971379,-0.046671769893056436,0.1380621559326436,0.03705783031311327,58.248635801752464,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.01630139563503779,0.3369860436496221,0.3369860436496221,0,,-0.01630139563503779,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
NEX.PA,core,0.0,0.0,Industrials,0.038753047908543156,0.0,-0.038753047908543156,2300.316146850586,0.0,-2300.316146850586,2300.316146850586,SELL,42,2.300316146850586,0.0,2.300316146850586,4.600632293701172,10.0,0.0625,0.04583333333333334,0.006,0.0565,0.010666666666666665,0.21086553704146715,0.3817630503740612,0.2328340476945141,0.1482559347868606,0.390168646374764,0.1960056794295466,-0.009197287532313636,0.3676733338289233,0.042766665396287484,72.89162162175884,0.9315068493150684,0.7945205479452054,0.18184556503991492,0.13630354342869525,False,ML_REJECT_NEGATIVE_NET_EDGE,,,,,False,True,-0.016257253534909085,0.3374274646509091,0.3374274646509091,0,,-0.016257253534909085,0.0,0.5,1.0,1.0,neutral,2021-01-04,2020-12-31
