annee,performance_portefeuille,performance_benchmark,performance_active,performance_core,performance_monetaire,performance_opportuniste
2019,0.19337406567062376,0.24631647308495386,-0.052942407414330095,0.6025277671695644,0.30816313308642296,
2020,-0.027449542886014755,-0.03825362931992882,0.010804086433914062,0.0021006991989818147,-0.08816732617165579,
2021,0.22955462680780436,0.216634689648183,0.012919937159621364,0.18843612095723627,0.32323643304724303,
2022,-0.10825738325074075,-0.13285980710503598,0.02460242385429523,-0.10226691229129437,-0.12094772055310532,
2023,0.12690811275929192,0.1273976146745237,-0.0004895019152317825,0.09651176988991916,0.2003471830455119,
2024,0.05718918627209324,0.053922628871979184,0.0032665574001140563,0.05063591305040993,0.0718471986648892,
2025,0.24640629995373664,0.1741705895420551,0.07223571041168153,0.3108050267081004,0.10734371336324267,
2026,-0.0038927170521890764,0.003610029871990772,-0.007502746924179848,0.0006631974032822452,-0.015613286905122759,
