ticker,bucket,rank,score,target_weight_raw,target_weight_final,reason,ml_trade_quality_proba,annual_fee_rate,deployment_ml_proba,core_deployment_multiplier_ml,opp_deployment_multiplier_ml,date
OR.PA,core,6,1.0673267198010334,0.039718577109261834,0.04706161192805996,NEW_ENTRY,0.4691387806963039,,0.5,1.0,1.0,2019-01-31
ENGI.PA,core,7,1.0773316453890887,0.03605517486339425,0.04272093239270971,KEEP_TOP_RANK,0.5950008810938161,,0.5,1.0,1.0,2019-01-31
SAN.PA,core,8,1.0384510823028565,0.03475623291129864,0.041181846490955555,NEW_ENTRY,0.5392325706163001,,0.5,1.0,1.0,2019-01-31
PAEEM.PA,monetary,1,0.20893989632117801,0.04434147780982022,0.1019853989625865,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-01-31
ESE.PA,monetary,2,0.019221470715648004,0.04393005619795597,0.10103912925529873,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-01-31
ETDD.PA,monetary,3,-0.11214391698639298,0.04216324860091948,0.0969754717821148,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-01-31
PUST.PA,opportunistic,1,0.12021861878064043,0.22619219328417098,0.10000000000000002,NEW_OPP_ENTRY,0.4615402014515593,0.003,0.5,1.0,1.0,2019-01-31
PLEM.PA,opportunistic,2,-0.028143982696724936,0.2085904154114812,0.10000000000000002,NEW_OPP_ENTRY,0.4548346221837013,0.003,0.5,1.0,1.0,2019-01-31
GTT.PA,core,1,2.3575486971467203,0.14424552935041549,0.11111111111111112,KEEP_TOP_RANK,0.5330267380839654,,0.5,1.0,1.0,2019-02-28
EDEN.PA,core,2,1.5664784502031526,0.06466539413180462,0.09892085111635555,NEW_ENTRY,0.5944649028481634,,0.5,1.0,1.0,2019-02-28
SESG.PA,core,3,1.376990262300366,0.05032169318972467,0.07697880430137818,NEW_ENTRY,0.465241661235234,,0.5,1.0,1.0,2019-02-28
KER.PA,core,4,1.1810097887026618,0.04324883608233829,0.06615921440665098,NEW_ENTRY,0.5053701607902498,,0.5,1.0,1.0,2019-02-28
GET.PA,core,5,1.1600903396941882,0.037264865698008506,0.057005331539000885,NEW_ENTRY,0.5748864414668667,,0.5,1.0,1.0,2019-02-28
VIV.PA,core,6,1.0963858262288828,0.03541666627800103,0.05417807807345718,NEW_ENTRY,0.5116834490835995,,0.5,1.0,1.0,2019-02-28
OR.PA,core,7,1.0644298122237945,0.030546435908117987,0.04672792115738568,NEW_ENTRY,0.48688851430726726,,0.5,1.0,1.0,2019-02-28
ENGI.PA,core,8,1.0064472138867122,0.02907318805724162,0.04447424385021599,KEEP_TOP_RANK,0.5938702446888056,,0.5,1.0,1.0,2019-02-28
PAEEM.PA,monetary,1,0.20893989632117801,0.042178292303508,0.107788969220076,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-02-28
ESE.PA,monetary,2,0.0587294139403507,0.04499834319426352,0.11499576594089565,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-02-28
ETDD.PA,monetary,3,-0.0023443844174824086,0.043258147110924156,0.11054859817236172,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-02-28
PLEM.PA,opportunistic,2,-0.24305521792098642,0.4347826086956522,0.11111111111111112,NEW_OPP_ENTRY,0.47390626235077604,0.003,0.5,1.0,1.0,2019-02-28
GTT.PA,core,1,2.061767470437237,0.11191687526476157,0.10000000000000642,KEEP_TOP_RANK,0.5473700036480772,,0.5,1.0,1.0,2019-03-29
EDEN.PA,core,2,1.760599317213974,0.08212005080456646,0.10000000000000002,NEW_ENTRY,0.5917644799455121,,0.5,1.0,1.0,2019-03-29
AIR.PA,core,3,1.2701786978004437,0.048863393749122894,0.06089005611572979,NEW_ENTRY,0.5922830342502058,,0.5,1.0,1.0,2019-03-29
VIV.PA,core,4,1.2180508719336698,0.04688950231069515,0.05843033420060227,NEW_ENTRY,0.5165505027584278,,0.5,1.0,1.0,2019-03-29
KER.PA,core,5,1.1559997681414746,0.039384231027540795,0.04907780351185438,NEW_ENTRY,0.5141589948528055,,0.5,1.0,1.0,2019-03-29
SW.PA,core,6,1.135139296534907,0.03869818384396224,0.0482229007246961,NEW_ENTRY,0.5756326747936633,,0.5,1.0,1.0,2019-03-29
OR.PA,core,7,1.086394311575414,0.03316801257575327,0.04133159799243583,NEW_ENTRY,0.5050032023403073,,0.5,1.0,1.0,2019-03-29
GET.PA,core,8,1.105146145650242,0.03374235911924984,0.042047307454675324,NEW_ENTRY,0.5828630171944824,,0.5,1.0,1.0,2019-03-29
PAEEM.PA,monetary,1,0.20893989632117801,0.03964442959448569,0.09118218806731708,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-03-29
ESE.PA,monetary,2,0.110374565233829,0.04721555444701249,0.10859577522812872,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-03-29
ETDD.PA,monetary,3,0.022931060006039394,0.04357479856719751,0.10022203670455426,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-03-29
PUST.PA,opportunistic,1,0.8517156922647235,0.27987556112550843,0.10000000000000002,NEW_OPP_ENTRY,0.39953942224879224,0.003,0.5,1.0,1.0,2019-03-29
PINR.PA,opportunistic,2,0.09569135215056214,0.15490704757014376,0.10000000000000002,NEW_OPP_ENTRY,0.4331557379975595,0.003,0.5,1.0,1.0,2019-03-29
GTT.PA,core,1,1.7400051546667366,0.0842822419945474,0.10769397588192166,KEEP_TOP_RANK,0.5523652210058669,,0.5,1.0,1.0,2019-04-30
EDEN.PA,core,2,1.6301199846098497,0.07591640861325678,0.097004299894717,NEW_ENTRY,0.6036468925362699,,0.5,1.0,1.0,2019-04-30
MC.PA,core,3,1.3451489390164855,0.054116912253867715,0.06914938787994207,NEW_ENTRY,0.5162845350604531,,0.5,1.0,1.0,2019-04-30
KER.PA,core,4,1.3083605033916106,0.052439715561915935,0.06700630321800369,NEW_ENTRY,0.5178475622620525,,0.5,1.0,1.0,2019-04-30
DSY.PA,core,5,1.3014564875930787,0.046795229065133274,0.059793903805448065,NEW_ENTRY,0.5228622621846813,,0.5,1.0,1.0,2019-04-30
OR.PA,core,6,1.292313660953018,0.04639585990720965,0.05928359877032344,NEW_ENTRY,0.5089001780579908,,0.5,1.0,1.0,2019-04-30
AIR.PA,core,7,1.2570830104946646,0.040900232802999606,0.0522614085816106,NEW_ENTRY,0.5956829948711687,,0.5,1.0,1.0,2019-04-30
WLN.PA,core,8,1.0639732740669754,0.03393600849672183,0.043362677523589,NEW_ENTRY,0.5262536793244252,,0.5,1.0,1.0,2019-04-30
ESE.PA,monetary,1,0.16304820159023894,0.05892852650055382,0.15059512327919308,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-04-30
ETDD.PA,monetary,2,0.09578647175852616,0.04915424972388746,0.12561641596104572,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-04-30
PAEEM.PA,monetary,3,-0.033,0.022352006384254386,0.057121794093094536,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-04-30
PINR.PA,opportunistic,2,0.04921066646463294,0.4347826086956522,0.11111111111111112,NEW_OPP_ENTRY,0.4582894418286681,0.003,0.5,1.0,1.0,2019-04-30
GTT.PA,core,1,2.094851542968656,0.11896594383587807,0.12578616352281424,KEEP_TOP_RANK,0.531262030913631,,0.5,1.0,1.0,2019-05-31
EDEN.PA,core,2,1.9332750399658551,0.10041913245292353,0.1257861635220126,NEW_ENTRY,0.5751300589145345,,0.5,1.0,1.0,2019-05-31
MC.PA,core,3,1.301166829332572,0.05214381318528724,0.06851370492514018,NEW_ENTRY,0.49737244018883653,,0.5,1.0,1.0,2019-05-31
TEP.PA,core,4,1.251918159760984,0.0501766596277014,0.06592898834701112,NEW_ENTRY,0.5803078341982647,,0.5,1.0,1.0,2019-05-31
AIR.PA,core,5,1.166217506282985,0.041269655121628813,0.054225742243250205,NEW_ENTRY,0.5711934648887764,,0.5,1.0,1.0,2019-05-31
GET.PA,core,6,1.143129420107715,0.04049492267532573,0.053207792327824396,NEW_ENTRY,0.5788186460643768,,0.5,1.0,1.0,2019-05-31
OR.PA,core,8,0.9787810296727751,0.03131248179690747,0.04114264008050075,NEW_ENTRY,0.5016534324336269,,0.5,1.0,1.0,2019-05-31
ESE.PA,monetary,1,0.09956996114463366,0.05682718607278645,0.16440569555648907,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-05-31
ETDD.PA,monetary,2,0.05002195288170571,0.04986094266362402,0.14425178380671097,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-05-31
PAEEM.PA,monetary,3,-0.033,0.023746653872285202,0.06870101120283768,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-05-31
PUST.PA,opportunistic,1,0.7192175037995105,0.28176491251990887,0.05706182505120168,NEW_OPP_ENTRY,0.4065636559509647,0.003,0.5,1.0,1.0,2019-05-31
PALAT.PA,opportunistic,2,-0.02629660448033468,0.15301769617574326,0.03098848941420713,KEEP_OPP,0.4670254326898325,0.003,0.5,1.0,1.0,2019-05-31
EDEN.PA,core,1,2.056856049875393,0.11064860529155231,0.1,NEW_ENTRY,0.5983091201473913,,0.5,1.0,1.0,2019-06-28
GTT.PA,core,2,2.0065889365343157,0.10483140626769094,0.1,KEEP_TOP_RANK,0.5746242898722165,,0.5,1.0,1.0,2019-06-28
MC.PA,core,3,1.3870000990271445,0.05360075347494534,0.07332437578238755,NEW_ENTRY,0.5266848136240873,,0.5,1.0,1.0,2019-06-28
AIR.PA,core,4,1.2346987060216923,0.047296230395965096,0.06469995934413796,NEW_ENTRY,0.6064767182547779,,0.5,1.0,1.0,2019-06-28
WLN.PA,core,5,1.0319862065775254,0.035435105499713855,0.04847426245162902,NEW_ENTRY,0.5548338732868519,,0.5,1.0,1.0,2019-06-28
BN.PA,core,6,0.808807931213345,0.030134357435524235,0.04122298298653566,NEW_ENTRY,0.5247537644452117,,0.5,1.0,1.0,2019-06-28
RMS.PA,core,7,0.8096141371398188,0.02614604791918187,0.03576708382926997,NEW_ENTRY,0.5354756093354505,,0.5,1.0,1.0,2019-06-28
SU.PA,core,8,0.8360563963255078,0.026690102411078602,0.03651133560603984,NEW_ENTRY,0.6204979859542648,,0.5,1.0,1.0,2019-06-28
ESE.PA,monetary,1,0.15412373860780107,0.05594066785372148,0.1286635360635594,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-06-28
ETDD.PA,monetary,2,0.13008841906082402,0.05225524428667381,0.12018706185934976,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-06-28
PAEEM.PA,monetary,3,-0.033,0.022238870468300385,0.05114940207709088,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-06-28
PUST.PA,opportunistic,1,1.0499675756400937,0.27743527847789373,0.1,NEW_OPP_ENTRY,0.3848778039273951,0.003,0.5,1.0,1.0,2019-06-28
PINR.PA,opportunistic,2,0.1371286861729093,0.1573473302177584,0.1,NEW_OPP_ENTRY,0.43137501580111687,0.003,0.5,1.0,1.0,2019-06-28
COFA.PA,core,1,1.9370703228613675,0.09969656112650717,0.1,NEW_ENTRY,0.6162672885348894,,0.5,1.0,1.0,2019-07-31
GTT.PA,core,2,1.6382385246585527,0.07433125554662885,0.08873094667576764,KEEP_TOP_RANK,0.5409004786923917,,0.5,1.0,1.0,2019-07-31
WLN.PA,core,3,1.440738076529017,0.057281718203495306,0.0683785178392726,NEW_ENTRY,0.5115917348651603,,0.5,1.0,1.0,2019-07-31
EDEN.PA,core,4,1.418995003723406,0.056183016467707785,0.06706697205124833,NEW_ENTRY,0.6055641457166714,,0.5,1.0,1.0,2019-07-31
MC.PA,core,5,1.3539032483675741,0.047751243962078326,0.05700176931684971,NEW_ENTRY,0.503972137127849,,0.5,1.0,1.0,2019-07-31
VIE.PA,core,6,1.1480194664744356,0.039665288390372214,0.04734937629080158,NEW_ENTRY,0.6216584839425342,,0.5,1.0,1.0,2019-07-31
SU.PA,core,7,0.9880655720524417,0.0308301505237674,0.03680266695366432,NEW_ENTRY,0.5974098942154616,,0.5,1.0,1.0,2019-07-31
AIR.PA,core,8,0.9182235602772014,0.0290433744750951,0.03466975087239584,NEW_ENTRY,0.5985664056317171,,0.5,1.0,1.0,2019-07-31
ESE.PA,monetary,1,0.14028014482909773,0.05708196595472517,0.13128852169586788,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-07-31
ETDD.PA,monetary,2,0.09860490236794495,0.0508521862741807,0.11696002843061559,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-07-31
PAEEM.PA,monetary,3,-0.039033083046264135,0.0225006303797898,0.05175144987351654,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-07-31
PANX.PA,opportunistic,2,0.016918756272453817,0.21545719225591364,0.1,KEEP_OPP,0.46194202376562427,0.003,0.5,1.0,1.0,2019-07-31
PLEM.PA,opportunistic,3,-0.024384264944802374,0.21932541643973852,0.1,NEW_OPP_ENTRY,0.45007917450024765,0.003,0.5,1.0,1.0,2019-07-31
COFA.PA,core,1,2.281008242142,0.14138997248353014,0.10000000000000002,NEW_ENTRY,0.5817917101869029,,0.5,1.0,1.0,2019-08-30
EDEN.PA,core,2,1.4133136085971418,0.059901944455936044,0.08166795899080048,NEW_ENTRY,0.5973744362909307,,0.5,1.0,1.0,2019-08-30
WLN.PA,core,3,1.264407970243027,0.04819983012439464,0.06571375580066885,NEW_ENTRY,0.4974969434536426,,0.5,1.0,1.0,2019-08-30
BN.PA,core,4,1.2146005924785548,0.04635628921403732,0.06320034451106246,NEW_ENTRY,0.5027449675298933,,0.5,1.0,1.0,2019-08-30
MC.PA,core,5,1.1374001768336641,0.03840644757769791,0.052361842578666724,NEW_ENTRY,0.5054024986774844,,0.5,1.0,1.0,2019-08-30
GTT.PA,core,6,1.166499655942356,0.03935675350413642,0.05365745236452576,KEEP_TOP_RANK,0.5653566639311117,,0.5,1.0,1.0,2019-08-30
VIE.PA,core,7,1.143752015189726,0.03460594663314285,0.04718038881946971,NEW_ENTRY,0.6032097424923358,,0.5,1.0,1.0,2019-08-30
ENGI.PA,core,14,0.835823423320744,0.026565424702776855,0.036218256934806146,KEEP_BUFFER_ZONE,0.6218730907893518,,0.5,1.0,1.0,2019-08-30
ESE.PA,monetary,1,0.12074484349533383,0.056225655207923,0.12931900697822288,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-08-30
ETDD.PA,monetary,2,0.08663960774880787,0.05119753241108474,0.11775432454549488,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-08-30
PAEEM.PA,monetary,3,-0.0321723581141041,0.02301159498968795,0.05292666847628229,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-08-30
PLEM.PA,opportunistic,2,-0.01467270155814927,0.23521517025986893,0.10000000000000002,NEW_OPP_ENTRY,0.4661384043977513,0.003,0.5,1.0,1.0,2019-08-30
PANX.PA,opportunistic,3,-0.07272672258080567,0.19956743843578326,0.10000000000000002,KEEP_OPP,0.47868289950243087,0.003,0.5,1.0,1.0,2019-08-30
COFA.PA,core,1,2.274760288963551,0.14401826799161466,0.11111111111111112,NEW_ENTRY,0.5570380219590109,,0.5,1.0,1.0,2019-09-30
VIE.PA,core,2,1.360702451482629,0.05848609216594822,0.08939823458915809,NEW_ENTRY,0.6052751371847204,,0.5,1.0,1.0,2019-09-30
EL.PA,core,3,1.33880874075285,0.0521677909920484,0.0797404689626471,NEW_ENTRY,0.5744442300327958,,0.5,1.0,1.0,2019-09-30
BN.PA,core,4,1.217429795373579,0.04726290805655305,0.07224316731261365,NEW_ENTRY,0.49140262612208513,,0.5,1.0,1.0,2019-09-30
DG.PA,core,5,1.0765217596987997,0.03720016779300964,0.056861882952948736,NEW_ENTRY,0.5837149588092352,,0.5,1.0,1.0,2019-09-30
TEP.PA,core,6,1.0594206915840572,0.0366889626840316,0.05608048634115385,NEW_ENTRY,0.6037445594059918,,0.5,1.0,1.0,2019-09-30
ENGI.PA,core,7,1.0457187997355464,0.03228371012563672,0.0493468888813946,KEEP_TOP_RANK,0.6159166545760744,,0.5,1.0,1.0,2019-09-30
GTT.PA,core,11,0.818952740854743,0.026674708886809863,0.04077331540452847,KEEP_BUFFER_ZONE,0.5956250715967746,,0.5,1.0,1.0,2019-09-30
ESE.PA,monetary,1,0.09283484920579785,0.05456403185276374,0.13944141473484062,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-09-30
ETDD.PA,monetary,2,0.07837212962221485,0.052442993490175914,0.13402098336378282,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-09-30
PAEEM.PA,monetary,3,-0.036132184908993496,0.023427757265756025,0.05987093523470983,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-09-30
PUST.PA,opportunistic,1,1.0936362465844731,0.4347826086956522,0.11111111111111112,NEW_OPP_ENTRY,0.354110316882581,0.003,0.5,1.0,1.0,2019-09-30
STMPA.PA,core,1,1.6508314936163622,0.09385065924258028,0.10000000000000002,NEW_ENTRY,0.5128348584847915,,0.5,1.0,1.0,2019-10-31
ENGI.PA,core,2,1.22977115555222,0.06349600583606124,0.0744969850293262,KEEP_TOP_RANK,0.616828003284275,,0.5,1.0,1.0,2019-10-31
TEP.PA,core,3,1.2150469093983631,0.05739060443500505,0.0673337943564068,NEW_ENTRY,0.5948722359608997,,0.5,1.0,1.0,2019-10-31
NEX.PA,core,4,1.1809607617346694,0.05567803703150565,0.06532451666184431,NEW_ENTRY,0.6059720262240653,,0.5,1.0,1.0,2019-10-31
SPIE.PA,core,5,1.1244693834313466,0.047677700109965006,0.05593808405043913,NEW_ENTRY,0.6073522328545174,,0.5,1.0,1.0,2019-10-31
VIE.PA,core,6,1.130842648139965,0.04796726443851369,0.0562778167496047,NEW_ENTRY,0.6211858370863573,,0.5,1.0,1.0,2019-10-31
EDEN.PA,core,8,0.9538863991039682,0.036826164490058266,0.04320646926653291,NEW_ENTRY,0.628903600220486,,0.5,1.0,1.0,2019-10-31
GTT.PA,core,14,0.7988309171362278,0.03189617311196306,0.03742233388584598,KEEP_BUFFER_ZONE,0.5791812168278476,,0.5,1.0,1.0,2019-10-31
ETDD.PA,monetary,1,0.11333394462362947,0.05359052974240847,0.12325821840753946,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-10-31
ESE.PA,monetary,2,0.11300653668376917,0.053542125830978324,0.12314688941125013,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-10-31
PAEEM.PA,monetary,3,-0.013346135181123011,0.02330212703530888,0.05359489218121042,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-10-31
PINR.PA,opportunistic,2,0.4539462656433123,0.25093601451040953,0.10000000000000002,NEW_OPP_ENTRY,0.44515071231304043,0.003,0.5,1.0,1.0,2019-10-31
PANX.PA,opportunistic,3,0.15038797726590472,0.18384659418524263,0.10000000000000002,KEEP_OPP,0.464984040463891,0.003,0.5,1.0,1.0,2019-10-31
STMPA.PA,core,1,2.388900922790154,0.1658157473827944,0.11111111111117773,NEW_ENTRY,0.5166176335535441,,0.5,1.0,1.0,2019-11-29
FR.PA,core,2,1.6405265393772395,0.07774587997334986,0.11111111111111112,NEW_ENTRY,0.546813979247767,,0.5,1.0,1.0,2019-11-29
SPIE.PA,core,3,1.4578817884896185,0.06083114826120638,0.1060398774148988,NEW_ENTRY,0.6011292137777082,,0.5,1.0,1.0,2019-11-29
NEX.PA,core,4,1.2870806875613683,0.05315166438756291,0.0926531248736819,NEW_ENTRY,0.6140582028039777,,0.5,1.0,1.0,2019-11-29
MC.PA,core,5,1.098466435279959,0.040247249162752886,0.0701583561957337,NEW_ENTRY,0.5387440767764509,,0.5,1.0,1.0,2019-11-29
TEP.PA,core,6,0.9818844652791215,0.0369909195279858,0.06448197484895234,NEW_ENTRY,0.6205206979381925,,0.5,1.0,1.0,2019-11-29
ESE.PA,monetary,1,0.15795506429128534,0.05392242423240277,0.1378017508161404,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-11-29
ETDD.PA,monetary,2,0.15615915572362277,0.05365197026014245,0.13711059066480846,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-11-29
PAEEM.PA,monetary,3,0.013033657712819415,0.022860388116150435,0.05842099185238445,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-11-29
PANX.PA,opportunistic,2,0.4751313220100232,0.4347826086956521,0.11111111111111112,KEEP_OPP,0.44473411869803003,0.003,0.5,1.0,1.0,2019-11-29
STMPA.PA,core,1,2.7497947978492516,0.20308460023146271,0.11111111111116048,NEW_ENTRY,0.5207728470855876,,0.5,1.0,1.0,2019-12-31
NEX.PA,core,2,1.6279197203134823,0.06472233378185009,0.11111111111111112,NEW_ENTRY,0.631591275740152,,0.5,1.0,1.0,2019-12-31
MC.PA,core,3,1.1528093700424509,0.04156587813823094,0.08297791123827111,NEW_ENTRY,0.5489084710475846,,0.5,1.0,1.0,2019-12-31
TEP.PA,core,4,1.1533083775358164,0.04157849716031711,0.08300310257649081,NEW_ENTRY,0.6260280227659182,,0.5,1.0,1.0,2019-12-31
SU.PA,core,5,1.072438675874865,0.03367886152969875,0.0672330697146269,NEW_ENTRY,0.6251154633350225,,0.5,1.0,1.0,2019-12-31
ERF.PA,core,8,0.9119988971598438,0.025971746066359366,0.051847364625146976,NEW_ENTRY,0.6372591363437327,,0.5,1.0,1.0,2019-12-31
BNP.PA,core,13,0.8041609010417242,0.024180691787733247,0.048271885178748156,KEEP_BUFFER_ZONE,0.6597044561376385,,0.5,1.0,1.0,2019-12-31
ESE.PA,monetary,1,0.19510347721982604,0.05603135277006013,0.1431912348568203,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2019-12-31
ETDD.PA,monetary,2,0.16807854940477807,0.05193419665101447,0.13272072477481472,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2019-12-31
PAEEM.PA,monetary,3,0.019909924615001965,0.022469233187621073,0.05742137370169829,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2019-12-31
PUST.PA,opportunistic,1,1.2291443938824778,0.4347826086956522,0.11111111111111112,NEW_OPP_ENTRY,0.3874162847460977,0.003,0.5,1.0,1.0,2019-12-31
STMPA.PA,core,1,2.437362707164393,0.1453399398005141,0.1,NEW_ENTRY,0.508537444287381,,0.5,1.0,1.0,2020-01-31
NEX.PA,core,2,2.0247824689743736,0.09250354748105295,0.1,NEW_ENTRY,0.6071249730559574,,0.5,1.0,1.0,2020-01-31
ERF.PA,core,3,1.3266916885467543,0.04563267131744623,0.06951285908526843,NEW_ENTRY,0.6029854543547045,,0.5,1.0,1.0,2020-01-31
SU.PA,core,4,1.1157419560946136,0.039316669488494355,0.059891608949285816,NEW_ENTRY,0.6124861508651017,,0.5,1.0,1.0,2020-01-31
TEP.PA,core,5,1.0220016596875656,0.03172634572457775,0.04832916715090312,NEW_ENTRY,0.6193026201356735,,0.5,1.0,1.0,2020-01-31
AMUN.PA,core,6,1.021273676629393,0.031710018235669574,0.048304295268479354,NEW_ENTRY,0.6496728921661141,,0.5,1.0,1.0,2020-01-31
GLE.PA,core,7,0.9277738455494052,0.025743431247402224,0.03921531343679648,KEEP_TOP_RANK,0.6330255254721806,,0.5,1.0,1.0,2020-01-31
BNP.PA,core,14,0.7595203698463215,0.022809985400494986,0.03474675610926679,KEEP_BUFFER_ZONE,0.6257360002956861,,0.5,1.0,1.0,2020-01-31
ESE.PA,monetary,1,0.19393415464943703,0.05683514451843176,0.13072083239239304,PERMANENT_ETF,,0.0014,0.5,1.0,1.0,2020-01-31
ETDD.PA,monetary,2,0.15631170916490794,0.05117152667400491,0.11769451135021125,PERMANENT_ETF,,0.001,0.5,1.0,1.0,2020-01-31
PAEEM.PA,monetary,3,0.012279972404859268,0.022428111416259007,0.05158465625739571,PERMANENT_ETF,,0.003,0.5,1.0,1.0,2020-01-31
PANX.PA,opportunistic,2,0.29136213615108564,0.22537381914826796,0.1,KEEP_OPP,0.48366605643804533,0.003,0.5,1.0,1.0,2020-01-31
PINR.PA,opportunistic,3,0.08000721290336157,0.2094087895473842,0.1,NEW_OPP_ENTRY,0.46236523782692224,0.003,0.5,1.0,1.0,2020-01-31
STMPA.PA,core,1,2.6686771566227736,0.17663797080821877,0.1111111111111288,NEW_ENTRY,0.47006086992578033,,0.5,1.0,1.0,2020-02-28
NEX.PA,core,2,1.7452894176129299,0.06731533252864046,0.11111111111111113,NEW_ENTRY,0.5750517795471118,,0.5,1.0,1.0,2020-02-28
ALO.PA,core,3,1.3218659873734433,0.04372387984796186,0.07637520132761388,NEW_ENTRY,0.5764422332587866,,0.5,1.0,1.0,2020-02-28
VIE.PA,core,4,1.3279736721445412,0.0439148255785276,0.0767087380280466,NEW_ENTRY,0.6057942485693966,,0.5,1.0,1.0,2020-02-28
TEP.PA,core,5,1.1777195966561558,0.034185120582805734,0.05971326140313347,NEW_ENTRY,0.5763424731780957,,0.5,1.0,1.0,2020-02-28
