indicateur,valeur
Turnover total,32.56612977835961
Turnover moyen quotidien,0.01767976643776309
Turnover moyen sur jours de rebalance,0.3743233307857428
Turnover journalier maximum,0.9417836159961943
Coûts totaux payés,5760.6145679569245
Coût moyen par jour,3.1273694722893186
Coût journalier maximum,178.80705968189238
