mois,performance_portefeuille,performance_benchmark,performance_active,performance_core,performance_monetaire,performance_opportuniste
2021-07,-0.008579025871677137,0.02635696215048977,-0.03493598802216691,-0.036661506533707144,-0.0010972774034760935,0.23167133518330085
2021-08,0.01322135336625907,-0.027197597786834504,0.040418951153093574,0.00755775719654328,0.02370353336518294,0.02003779889894508
2021-09,-0.04054881960522316,-0.05363199173049282,0.01308317212526966,-0.043841508152718034,-0.02776483048547984,-0.05255022176381985
2021-10,0.05227913374637416,0.06518010169759991,-0.01290096795122575,-0.02347096544802829,0.05305269411308,0.620792920412458
2021-11,-0.0347628280793687,0.036370222912273986,-0.07113305099164269,-0.0575621245196406,-0.013876077482906646,0.027390392128151753
2021-12,0.025126630686035822,0.004541422680483853,0.02058520800555197,-0.13073966083446542,0.02273258544476775,0.4863012330970111
2022-01,-0.05814037284032203,-0.0775396929044575,0.019399320064135472,0.13292435016694815,-0.03796070698045095,-0.4287680769918456
2022-02,-0.08409877256617981,-0.05247203298965808,-0.031626739576521734,-0.014639932411496193,-0.04746051175290489,-0.5084237467823924
2022-03,0.04267631589096421,0.04265691182519693,1.9404065767281153e-05,0.04024160341871674,0.21158738805213573,-0.6847995624106165
2022-04,-0.0021452436533972996,-0.03362385875974416,0.03147861510634686,0.007504868384933028,-0.020880818518382083,0.02043235268398047
2022-05,0.00811078460891057,-0.013668413418262082,0.021779198027172653,-0.07380871331961336,-0.003112151731661017,2.6857455388291136
2022-06,-0.04687503215941591,-0.05537603374517175,0.00850100158575584,-0.03834363081679193,-0.059901604200778946,-0.05579458915755964
2022-07,0.0478924231931781,0.14007643383435497,-0.09218401064117687,0.03461310583631816,0.08336030881153267,-0.0016907965895998078
2022-08,-0.02367382023041298,-0.05988371876750975,0.036209898537096774,0.015025327775067598,-0.021097180030038576,-0.35210723729846616
2022-09,-0.07065735247641491,-0.043298722664471545,-0.02735862981194337,-0.1208065513621005,-0.05173748042217152,0.4335452471833401
2022-10,0.06442534560792756,0.0626956102560079,0.00172973535191967,-0.046987699799101,0.14611096057345208,0.2772569047081619
2022-11,0.01323332711547498,0.08340039852322878,-0.0701670714077538,0.028030776957473025,0.034199688092143576,0.05391740929158928
2022-12,-0.05306161663561171,-0.06290211924823241,0.009840502612620705,0.06513786862211379,-0.21371380864930178,-0.058849343519184805
2023-01,0.02596029919426268,0.1150348579615299,-0.08907455876726722,-0.06674551670548767,0.05353100969783631,0.5128182720644354
2023-02,0.01972277304422887,0.01341560482205928,0.00630716822216959,0.04014467169614666,0.002901634482285864,-0.020786440567453712
2023-03,-0.014809931816681221,0.03758012725185411,-0.05239005906853533,0.014240763579941751,0.01801003241645316,-0.21575758441401027
2023-04,-0.013020856048892249,0.03072189206493614,-0.04374274811382839,0.031269890856443716,0.005072755347316882,-0.3066817308864772
2023-05,-0.006041562595706207,-0.03991854236960757,0.03387697977390136,-0.09830964857183866,0.015770804958095574,0.4965986643957503
2023-06,0.04499746226082779,0.03979594490417471,0.005201517356653085,0.05872532976957956,0.038453453520521874,0.08352469240008253
2023-07,0.010081583351595036,0.013009888446694706,-0.0029283050950996703,0.11054927832809414,-0.09446455244019503,-0.1390217640032272
2023-08,-0.014934896171622691,-0.029092849751610195,0.014157953579987503,-0.009082455005278822,-0.01698696772467989,-0.039514718845852115
2023-09,-0.020996052097993156,-0.05875765772138508,0.037761605623391925,0.1406495428475225,-0.023344111854804228,-1.0
2023-10,-0.0341027200593611,-0.020768672848441527,-0.013334047210919575,-0.03779956345335267,-0.02605482960754557,
2023-11,0.04879243306689984,0.06074407641252044,-0.0119516433456206,-0.04254022788255185,0.053779271626469116,
2023-12,-0.0016668207076865338,0.025390238302113177,-0.02705705900979971,-0.05384153420553295,0.023044036805355717,0.42493769168096973
2024-01,0.029651771735750065,0.024684282258263357,0.0049674894774867084,0.028666955568381836,0.026918453123011776,0.05268532072035659
2024-02,0.03144078854225696,0.07773705992899105,-0.04629627138673409,0.00931834296725631,0.04824031386195582,0.11590645871282734
2024-03,0.01786234646977891,0.012223615207394678,0.005638731262384233,0.028979521644916684,0.030408108545768586,-0.09274711646985168
2024-04,-0.010358867137779115,-0.02893028808287834,0.018571420945099226,0.02302196626368591,-0.011323563830602623,-0.2447151767950081
2024-05,0.033092742611112724,0.0035749367159392254,0.0295178058951735,0.03968446062797959,0.017426381347506847,0.05698666557954901
2024-06,-0.03664782572871783,-0.04467637122166146,0.008028545492943628,-0.06927527555454405,0.02096054847862283,-0.02725288513715385
2024-07,0.009791983043546004,-0.021101505982266566,0.03089348902581257,0.0207782747389631,-0.002210168336574947,-0.028646902569420818
2024-08,0.019463323910132058,0.04108955482240506,-0.021626230912273003,-0.1467237544895863,-0.07472106033999204,2.1289610836949384
2024-09,0.0030745880190103936,0.009041468165661648,-0.0059668801466512544,-0.00860924083074377,0.01941896982035307,0.006234699540328403
2024-10,-0.0032653824698386513,-0.04013241863440209,0.03686703616456344,0.13988791278199408,-0.002665895378797578,-0.37552736668786946
2024-11,-0.0011540139479090383,-0.02132101982260426,0.02016700587469522,-0.013990480182247689,0.032144557110150185,-0.02163045047959411
2024-12,0.01555070322563945,0.04246221254445359,-0.026911509318814142,-0.032932589604347084,-0.0030406826628966988,0.28278256716827244
2025-01,0.02846377435741676,0.10950838415563124,-0.08104460979821448,-0.00894652238206406,-0.0534933667680636,0.3400455057415721
2025-02,0.034698377722706786,0.01725617014166647,0.017442207581040314,0.08449793342388379,0.009360191059998746,-0.05032534610656603
2025-03,-0.04537598232465867,-0.09189507336369795,0.046519091039039284,0.10501231005764744,-0.06273689978310348,-0.4583476471535902
2025-04,-0.013395700618629713,-0.018566802065573373,0.00517110144694366,0.06510892188196515,0.07258210123246078,-0.7317531096503955
2025-05,0.03973164173944754,0.0053251066448023465,0.034406535094645196,-0.019264240894973472,0.02802443370873675,1.5522248626694521
2025-06,0.0012551663027957627,-0.02626872470546715,0.027523891008262913,-0.016895433324553788,0.009309729574357606,0.13052254258387097
2025-07,0.03294786361826296,-0.015351637857041522,0.048299501475304485,0.031511756316003225,0.03262512284217367,0.0427904258122358
2025-08,-0.005690453747659419,0.02050738434491506,-0.026197838092574477,-0.005349737254999876,-0.09110434915946952,0.3406874570407581
2025-09,0.03565923915845448,0.026095320763056762,0.00956391839539772,-0.10653020776897093,0.03487002579531251,0.8462807078441148
2025-10,0.022785703090445475,0.03215303136212433,-0.009367328271678854,0.2689797587738194,0.031231477265253327,-0.6657779155799793
2025-11,-0.024371945529112038,-0.006060677458401331,-0.018311268070710707,-0.08559126061370148,-0.009159061504334098,0.5439559469285071
2025-12,0.026819793298489936,-0.004370238760855405,0.03119003205934534,0.03604493070337922,0.010312541415456788,0.019208983213598207
2026-01,0.028846806490774535,-0.024633890667840053,0.05348069715861459,-0.1954575460370691,0.015405921125396072,1.0891528854888772
2026-02,0.04245369445548297,0.02668972039988904,0.015763974055593932,0.1937103093415009,0.12504315817230838,-0.2573560645935924
2026-03,-0.057581501481573594,-0.04780584760425788,-0.009775653877315715,-0.003872202431650651,-0.036321725909559066,-0.31600875590171384
