total_return,cagr,annualized_volatility,sharpe,max_drawdown,benchmark_total_return,benchmark_cagr,active_return,tracking_error,information_ratio,average_rebalance_turnover,total_turnover,total_costs_paid,total_costs_as_pct_initial,num_orders,num_executed_orders,official_start_date,official_end_date,warmup_start_date,eligible_start_date,target_backtest_years,label,num_orders_history_rows,num_target_history_rows,executed_orders_delta_vs_without_ml
0.5987273750596334,0.06629637435735858,0.17074785702624157,0.462191913153386,-0.38229862863715114,0.952016086568598,0.09582296832157922,-0.3532887115089647,0.12069393551096196,-0.2737151049881821,0.42179065588805026,36.69578706226038,6457.788101647854,0.1291557620329571,1398.0,821.0,2018-12-31,2026-03-09,2018-01-02,2018-12-31,10.0,without_ml,1398,1143,0.0
0.6292010325919628,0.06905436942659637,0.1792598123114113,0.46308031650174614,-0.3882606153768463,0.952016086568598,0.09582296832157922,-0.32281505397663524,0.11660739989448989,-0.2482032987665898,0.43335989387363394,37.26895087313253,7140.145592157841,0.14280291184315683,1601.0,795.0,2018-12-31,2026-03-09,2018-01-02,2018-12-31,10.0,with_ml,1601,1068,-26.0
