date,ticker,open,high,low,close,adjusted_close,volume,ret_1d,ret_5d,ret_10d,ret_20d,ret_3m,ret_6m,ret_12m,price_lag_21,price_lag_252,mom12_ex1,ma20,ma200,ma200_lag20,ma200_slope,daily_return,vol20,vol60,vol_ratio_20_60,rolling_max_6m,dd_6m,rolling_max_12m,dd_12m,dist_ma20,dist_ma200,ma200_flag,ma200_slope_flag,rsi14,avg_volume_20,volume_spike
2026-03-10,MC.PA,510.0,512.5,500.2000122070313,504.5,504.5,497768,0.013662824243894311,0.004579824247436637,-0.10199357251336327,-0.06174448847557068,-0.19305823712470138,0.039008929347519095,-0.1461174752096296,535.4000244140625,590.8306884765625,-0.09381818707729306,526.9349990844727,539.6696936035156,536.2461680603027,3.423525543212918,0.013662824243894311,0.3107961619116443,0.2981095997557887,1.0425567045350046,652.0999755859375,-0.22634562354233045,652.0999755859375,-0.22634562354233045,-0.04257640719149902,-0.06516892465959756,False,True,37.10524554617121,516091.5,0.964495636917097
